Id,Company,Model,Variant,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ManufactureDate,ModelYear,CngKit,Price,Owner,DealerState,DealerName,City,Warranty,QualityScore,HasCNG
583889,Hyundai,GRAND I10,SPORTZ O U2 1.2 CRDI,DIESEL,Red,76050,HATCHBACK,Manual,2017-01-07,2017,,530000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,7.9,0
583942,Ford,ECOSPORT(2017-2019),TITANIUM + 1.5L TDCI,DIESEL,Red,50495,SUV,,2018-01-09,2018,,905000.0000000001,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.0,0
584532,Mahindra,TUV 300,T8,DIESEL,Black,38936,SUV,MANUAL,2016-01-07,2016,,730000.0,2.0,Maharashtra,OM Motors,Pune,1,7.1,0
584877,Hyundai,GRAND I10,1.2 KAPPA ASTA O,PETROL,White,62560,HATCHBACK,MANUAL,2017-01-02,2017,,509999.99999999994,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.1,0
585158,Volkswagen,POLO,GT TDI,DIESEL,White,57970,HATCHBACK,Manual,2014-01-01,2014,,595000.0,1.0,Maharashtra,OM Motors,Pune,1,6.3,0
585175,Volkswagen,VENTO,HIGHLINE 1.5 DIESEL AT,DIESEL,White,95642,SEDAN,Automatic,2016-01-12,2016,,850000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.0,0
585189,Maruti Suzuki,WAGON R,LXI,PETROL,Silver,85319,HATCHBACK,Manual,2017-01-12,2017,Company Fitted,475000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.0,1
585245,Mahindra,XUV500,W7,DIESEL,Silver,34833,SUV,Manual,2019-01-06,2019,,1350000.0,1.0,Maharashtra,OM Motors,Pune,1,8.1,0
585361,Toyota,INNOVA(2012-2013),2.5 V 7 STR,DIESEL,Silver,177666,MPV,,2012-01-02,2012,,790000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,4.8,0
585399,Mahindra,VERITO(2011-2012),1.5 D2 BS-IV,DIESEL,Silver,41575,SEDAN,,2012-01-01,2012,,275000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.0,0
585458,Mahindra,TUV 300,T8 AMT,DIESEL,G. red,32763,SUV,MANUAL,2016-01-08,2016,,750000.0,2.0,Maharashtra,OM Motors,Pune,1,7.4,0
585459,Volkswagen,POLO,HIGHLINE 1.5L D,DIESEL,Silver,88413,HATCHBACK,Manual,2015-01-05,2015,,560000.0,1.0,Maharashtra,OM Motors,Pune,1,6.4,0
585473,Tata,NEXON,XZA PLUS DIESEL DUAL TONE,DIESEL,G. red,41693,HATCHBACK,,2018-01-05,2018,,890000.0,1.0,Maharashtra,OM Motors,Pune,1,8.0,0
585531,Maruti Suzuki,S CROSS,1.3 DELTA,DIESEL,Chocolate brown,100923,SUV,,2016-01-09,2016,,625000.0,2.0,Maharashtra,Jeen Mata Motors,Pune,0,6.3,0
585534,Mahindra,XUV 500,W10,DIESEL,Silver,55963,SUV,,2015-01-08,2015,,1100000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.0,0
585551,Maruti Suzuki,SWIFT,VXI AMT,PETROL,Red,12364,HATCHBACK,Manual,2018-01-10,2018,,675000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.3,0
585552,Maruti Suzuki,CELERIO,VXI AMT,PETROL,Pearl white,84169,HATCHBACK,MANUAL,2016-01-09,2016,,425000.0,1.0,Maharashtra,OM Motors,Pune,1,7.9,0
585557,Maruti Suzuki,ERTIGA,VDI,DIESEL,White,54452,MUV,Manual,2015-01-01,2015,,850000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.3,0
585560,Toyota,FORTUNER,3.0 AT 4X2,DIESEL,White,110255,SUV,Automatic,2013-01-02,2013,,1550000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,0,6.5,0
585564,Maruti Suzuki,A STAR,VXI,PETROL,Silver,86784,HATCHBACK,Manual,2014-01-01,2014,,250000.0,2.0,Maharashtra,Jeen Mata Motors,Pune,0,7.1,0
585598,Maruti Suzuki,WAGON R,VXI 1.2 AMT BS-VI,PETROL,Grey,3937,HATCHBACK,Manual,2021-01-06,2021,,640000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,9.0,0
585673,Maruti Suzuki,SWIFT,VDI,DIESEL,Grey,120584,HATCHBACK,Manual,2009-01-10,2009,,285000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.6,0
585674,Maruti Suzuki,BALENO,ZETA AT 1.2,PETROL,Grey,53246,HATCHBACK,,2017-01-03,2017,,685000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.0,0
585682,Volkswagen,AMEO,COMFORTLINE PETROL,PETROL,Brown,51550,SEDAN,,2017-01-05,2017,,500000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2,0
551616,Toyota,INNOVA CRYSTA,2.8 GX AT 8 STR,DIESEL,Brown,38072,MPV,,2016-01-08,2016,,1550000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.4,0
552981,Kia,SONET,HTX PLUS 1.5,DIESEL,Cherry red,6270,SUV,,2021-01-02,2021,,1275000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.0,0
554533,Hyundai,I20,MAGNA VTV BSIV,PETROL,Blue,73301,HATCHBACK,Manual,2015-01-05,2015,,490000.00000000006,1.0,Delhi,Auto Elite,Delhi,1,7.8,0
554830,Toyota,COROLLA ALTIS,1.8 G,PETROL,White,82593,SEDAN,Manual,2012-01-08,2012,,434999.99999999994,2.0,Delhi,Auto Elite,Delhi,0,6.9,0
558239,Toyota,FORTUNER (2012_2016),3.0 4X2 AT,DIESEL,White,130000,SUV,,2015-01-04,2015,,1550000.0,2.0,Delhi,Guru Kripa Motors,Delhi,0,7.7,0
559181,Audi,A4,2.0 TDI 140BHP STANDARD,DIESEL,Brown,55000,SEDAN,Cvt,2013-01-12,2013,,1090000.0,1.0,Delhi,Carz Villa,Delhi,0,7.5,0
559285,Isuzu,V CROSS,D MAX,DIESEL,White,38805,SUV,,2016-01-09,2016,,1250000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,8.0,0
559290,Maruti Suzuki,SWIFT(2014_2018),VDI,DIESEL,Grey,29659,HATCHBACK,,2017-01-09,2017,,525000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,8.1,0
559861,Ford,ECOSPORT,TITANIUM + 1.5L TI-VCT AT,PETROL,Moondust silver,65750,SUV,Manual,2018-01-02,2018,,835000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.7,0
559976,Hyundai,CRETA,1.6 SX PLUS AT PETROL,CNG,Black,48795,SUV,Automatic,2017-01-01,2017,,1075000.0,1.0,Delhi,Sai Motors,Delhi,1,7.5,0
560013,Jeep,COMPASS,SPORT 1.4 PETROL,PETROL,Grey,39136,SUV,,2018-01-07,2018,,1225000.0,1.0,Delhi,Sai Motors,Delhi,1,7.6,0
560270,Maruti Suzuki,S PRESSO,VXI PLUS,PETROL,Red,18794,HATCHBACK,,2021-01-06,2021,,475000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,8.2,0
561788,Ford,ECOSPORT,TITANIUM 1.5 TI VCT,PETROL,Brown,38752,SUV,Manual,2016-01-03,2016,,675000.0,1.0,Delhi,Auto Elite,Delhi,1,7.6,0
564275,Skoda,OCTAVIA(2015-2017),ELEGANCE 1.8 TSI AT,PETROL,Silver,63758,SEDAN,,2016-01-06,2016,,1375000.0,2.0,Delhi,Car Choice Exclusif,Delhi,1,7.4,0
564304,Honda,WR V,VX MT DIESEL,DIESEL,Silver,55900,SUV,,2017-01-10,2017,,735000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.5,0
564959,Honda,JAZZ,1.2 S I VTEC,PETROL,White,50542,HATCHBACK,Manual,2017-01-03,2017,,595000.0,1.0,Delhi,Auto Elite,Delhi,0,7.8,0
564975,Ford,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Silver,52903,SUV,Manual,2018-01-05,2018,,825000.0,1.0,Delhi,Carz Villa,Delhi,1,7.8,0
565169,Kia,SELTOS,GTX 1.4,PETROL,Star silver,15722,SUV,,2020-01-11,2020,,1585000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.9,0
565293,Hyundai,CRETA,1.6 CRDI AT SX PLUS,DIESEL,Brown,83986,COMPACTSUV,Automatic,2017-01-03,2017,,1000000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.7,0
565757,Mahindra,XUV 500,W10 AWD,DIESEL,White,78669,SUV,,2018-01-02,2018,,1225000.0,1.0,Delhi,Carz Villa,Delhi,1,7.7,0
567602,Honda,CRV,2.4 L 4WD AVN,PETROL,Urban titanium,83688,SUV,Automatic,2014-01-10,2014,,1090000.0,1.0,Delhi,Sai Motors,Delhi,1,7.2,0
567793,Maruti Suzuki,SWIFT DZIRE,LXI O,PETROL,Grey,45416,SEDAN,Manual,2015-01-07,2015,,450000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,7.5,0
567994,Audi,A3,35 TDI TECHNOLOGY,DIESEL,White,40000,SEDAN,Automatic,2015-01-09,2015,,1275000.0,2.0,Delhi,Guru Kripa Motors,Delhi,0,7.3,0
568049,Audi,Q3(2012-2015),35 TDI PREMIUM PLUS + SUNROOF,DIESEL,Grey,83000,SUV,,2014-01-10,2014,,1475000.0,1.0,Delhi,Carz Villa,Delhi,0,7.3,0
568052,Toyota,COROLLA ALTIS(2014-2017),1.8 G AT,PETROL,Grey,64526,SEDAN,,2014-01-11,2014,,850000.0,1.0,Delhi,Carz Villa,Delhi,1,7.1,0
568071,Mahindra,XUV500(2015_2017),W9 1.99,DIESEL,White,65000,SUV,,2017-01-10,2017,,1085000.0,1.0,Delhi,Car Choice Exclusif,Delhi,0,7.8,0
568427,Honda,WR V,VX MT PETROL,PETROL,Silver,58519,SUV,,2018-01-04,2018,,869999.9999999999,1.0,Delhi,Guru Kripa Motors,Delhi,1,7.6,0
568794,Hyundai,NEW ELANTRA,1.8 SX AT,PETROL,White,98000,SEDAN,Automatic,2014-01-02,2014,,675000.0,2.0,Delhi,Auto Elite,Delhi,0,6.9,0
569094,Volvo,V40,D3 R-DESIGN,DIESEL,White,76000,SEDAN,,2016-01-09,2016,,1250000.0,2.0,Delhi,Guru Kripa Motors,Delhi,0,7.3,0
569705,Skoda,SUPERB, ELEGANCE 1.8 TSI AT,PETROL,Metallic black,49451,Sedan,,2014-01-11,2014,,1150000.0,1.0,Delhi,Sai Motors,Delhi,1,7.4,0
570422,Renault,KWID,RXL,PETROL,White,14316,HATCHBACK,,2019-01-06,2019,,380000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,9.0,0
570756,Mahindra,XUV300,W8 DIESEL,DIESEL,Silver,33109,SUV,,2021-01-03,2021,,1235000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.8,0
571276,Toyota,COROLLA ALTIS(2017-2020),1.8 G,PETROL,White,33829,SEDAN,,2019-01-09,2019,,1375000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.6,0
572257,Maruti Suzuki,VITARA BREZZA,VDI O,DIESEL,Red,58109,SUV,,2017-01-06,2017,,725000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.4,0
572270,Honda,AMAZE,1.2 VX O I-VTEC,PETROL,Silver,54272,SEDAN,Manual,2016-01-10,2016,,530000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.3,0
572693,Honda,CITY,1.5 S MT,PETROL,White,52000,SEDAN,Manual,2012-01-05,2012,,390000.0,1.0,Delhi,Auto Elite,Delhi,0,6.4,0
572813,Maruti Suzuki,CELERIO,VXI,PETROL,Silver,25491,HATCHBACK,MANUAL,2022-01-01,2022,,595000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,9.2,0
572989,Maruti Suzuki,SWIFT DZIRE,VXI,PETROL,White,45408,SEDAN,Manual,2016-01-10,2016,,545000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.4,0
573135,Toyota,GLANZA(2020-2022),V,PETROL,White,11024,HATCHBACK,,2022-01-09,2022,,975000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,9.0,0
573186,Maruti Suzuki,SWIFT,VXI AMT,PETROL,Red,15754,HATCHBACK,Manual,2021-01-04,2021,,750000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,9.1,0
573224,Renault,KWID,RXL,PETROL,White,45056,HATCHBACK,,2017-01-12,2017,,245000.00000000003,1.0,Delhi,Harbans Motor Pvt ltd,Delhi,1,8.5,0
574426,Mahindra,XUV 500,W10 AT FWD,DIESEL,Pearl white,46377,SUV,,2017-01-02,2017,,1050000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,7.9,0
574505,Volkswagen,VENTO,HIGHLINE 1.2 PETROL AT,PETROL,Black,79958,SEDAN,Automatic,2016-01-04,2016,,680000.0,1.0,Delhi,Auto Elite,Delhi,1,7.5,0
574510,Hyundai,I20,SPORTZ 1.2 BS IV,PETROL,Silver,90000,HATCHBACK,Manual,2012-01-01,2012,,275000.0,2.0,Delhi,Auto Elite,Delhi,0,7.0,0
574539,Maruti Suzuki,BALENO,ALPHA,PETROL,Pearl white,5302,HATCHBACK,,2022-01-03,2022,,975000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,9.4,0
574775,Mitsubishi,PAJERO SPORT,2.5 MT,DIESEL,Black,76000,SUV,Manual,2013-01-11,2013,,850000.0,1.0,Delhi,Guru Kripa Motors,Delhi,0,7.1,0
576203,Maruti Suzuki,DZIRE,ZXI PLUS AMT,PETROL,Grey,55911,SEDAN,,2018-01-07,2018,,750000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.3,0
576509,Maruti Suzuki,WAGON R,LXI 1.0 (O) CNG BS-VI,CNG,Silver,25582,HATCHBACK,Manual,2021-01-06,2021,,625000.0,1.0,Delhi,Carz Villa,Delhi,1,9.1,0
576510,Mahindra,XUV500(2015_2017),W10,DIESEL,Blue,56822,SUV,,2015-01-08,2015,,850000.0,1.0,Delhi,Carz Villa,Delhi,1,7.5,0
576665,Honda,JAZZ,1.2 V CVT I VTEC BSIV,PETROL,Silver,56444,HATCHBACK,Manual,2016-01-10,2016,,575000.0,2.0,Delhi,Sai Motors,Delhi,1,7.7,0
576995,Honda,JAZZ,S,PETROL,Urban titanium,47322,HATCHBACK,Manual,2015-01-10,2015,,484999.99999999994,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.1,0
577189,Toyota,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Grey,68456,MPV,,2016-01-08,2016,,1475000.0,1.0,Delhi,Carz Villa,Delhi,1,7.8,0
577416,Renault,KIGER(2021-2022),RXT O MT,PETROL,White,1801,SUV,,2022-01-05,2022,,835000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,9.4,0
577425,Hyundai,CRETA,1.6 VTVT SX PLUS,PETROL,Red,25643,COMPACTSUV,Automatic,2018-01-09,2018,,1325000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.3,0
577513,Skoda,KUSHAQ,STYLE 1.0L TSI AT,PETROL,Grey,10181,SUV,,2021-01-10,2021,,1675000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,9.1,0
577522,Toyota,COROLLA ALTIS(2014-2017),1.8 G AT,PETROL,Grey,75000,SEDAN,,2015-01-04,2015,,890000.0,1.0,Delhi,Auto Elite,Delhi,0,7.1,0
577525,Honda,CITY(2011-2014),1.5 V MT,PETROL,Red,68000,SEDAN,,2012-01-08,2012,,450000.0,1.0,Delhi,Auto Elite,Delhi,0,6.5,0
578157,Hyundai,I20,SPORTZ 1.2 BS IV,PETROL,Silver,30166,HATCHBACK,Manual,2017-01-04,2017,,625000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.5,0
578345,Ford,ECOSPORT,1.5 SIGNATURE AT TIVCT,PETROL,Silver,64004,SUV,Manual,2015-01-02,2015,,595000.0,1.0,Delhi,Sai Motors,Delhi,1,7.6,0
578393,Mahindra,XUV 500,W10,DIESEL,Other,62091,SUV,,2017-01-02,2017,,1050000.0,1.0,Delhi,Carz Villa,Delhi,1,7.8,0
578395,Hyundai,CRETA,1.4 CRDI S PLUS,DIESEL,Other,57380,COMPACTSUV,Automatic,2015-01-09,2015,,825000.0,1.0,Delhi,Carz Villa,Delhi,1,7.5,0
578414,Hyundai,VERNA(2017-2020),1.6 VTVT SX,PETROL,Black,48751,SEDAN,,2018-01-05,2018,,869999.9999999999,2.0,Delhi,Sai Motors,Delhi,1,8.1,0
578486,Toyota,COROLLA ALTIS(2014-2017),1.8 VL AT,PETROL,White,110000,SEDAN,,2014-01-06,2014,,850000.0,1.0,Delhi,Auto Elite,Delhi,0,7.0,0
578488,Skoda,OCTAVIA,1.8 TSI AMBITION PLUS AT,PETROL,White,56869,SEDAN,Automatic,2017-01-02,2017,,1250000.0,1.0,Delhi,Auto Elite,Delhi,1,8.0,0
578514,Hyundai,ELANTRA,VTVT S 1.8 BS IV,PETROL,Black,64000,SEDAN,M,2013-01-05,2013,,625000.0,1.0,Delhi,Car Choice Exclusif,Delhi,0,7.0,0
578587,Honda,AMAZE,1.2 SMT I VTEC,PETROL,Red,50898,SEDAN,Manual,2019-01-05,2019,,595000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.5,0
579560,Skoda,OCTAVIA,ELEGANCE 1.8 TSI AT,PETROL,Silver,49832,SEDAN,Automatic,2014-01-11,2014,,1050000.0,1.0,Delhi,Sai Motors,Delhi,1,7.3,0
580129,Toyota,INNOVA,2.5 GX 8 STR BS IV,DIESEL,Silver,71063,SUV,Manual,2014-01-01,2014,,875000.0,1.0,Delhi,Carz Villa,Delhi,1,7.4,0
580287,Mg,ASTOR,SAVVY TURBO AT,PETROL,White,9493,SUV,,2021-01-11,2021,,1625000.0,2.0,Delhi,Car Choice Exclusif,Delhi,1,8.3,0
580562,Tata,NEXON,XMA PETROL,PETROL,White,45555,HATCHBACK,,2019-01-01,2019,,750000.0,1.0,Delhi,Sai Motors,Delhi,1,8.5,0
580577,Jeep,COMPASS,LIMITED 2.0 DIESEL,DIESEL,Silver,39936,SUV,,2017-01-10,2017,,1190000.0,1.0,Delhi,Sai Motors,Delhi,1,8.0,0
580944,Honda,CRV,2.4 AT,PETROL,Silver,75000,SUV,Automatic,2014-01-05,2014,,950000.0,3.0,Delhi,Sai Motors,Delhi,0,6.5,0
581124,Maruti Suzuki,SWIFT,VXI AMT,PETROL,White,32596,HATCHBACK,Manual,2022-01-08,2022,,750000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.9,0
581127,Maruti Suzuki,BALENO,ALPHA 1.2,PETROL,Grey,17243,HATCHBACK,,2018-01-08,2018,,725000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.4,0
581241,Honda,JAZZ,1.2 V CVT I VTEC BSIV,PETROL,Brown,41000,HATCHBACK,Manual,2017-01-03,2017,,595000.0,2.0,Delhi,Sai Motors,Delhi,0,7.6,0
581525,Honda,CITY 5TH GEN,V PETROL BS-VI,PETROL,Silver,37838,SEDAN,,2021-01-02,2021,,1050000.0,1.0,Delhi,Auto Elite,Delhi,1,8.1,0
581674,Renault,TRIBER,RXT,PETROL,Silver,10064,MPV,,2020-01-02,2020,,660000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,8.7,0
581686,Maruti Suzuki,BALENO,DELTA,PETROL,Red,33962,HATCHBACK,,2017-01-06,2017,,535000.0,1.0,Delhi,Max Motors,Delhi,1,8.3,0
581689,Mahindra,XUV500(2017_2018),W6 AT 1.99,DIESEL,White,62915,SUV,,2017-01-04,2017,,990000.0,1.0,Delhi,Max Motors,Delhi,1,7.6,0
581692,Bmw,X1,SDRIVE 20D,DIESEL,Orange,44300,SUV,Automatic,2014-01-12,2014,,1090000.0,1.0,Delhi,Max Motors,Delhi,0,7.0,0
581693,Audi,A3,35 TDI TECHNOLOGY + SUNROOF,DIESEL,White,47549,SEDAN,Automatic,2014-01-12,2014,,1250000.0,1.0,Delhi,Max Motors,Delhi,0,6.9,0
581705,Hyundai,CRETA,1.6 VTVT S,PETROL,White,36823,COMPACTSUV,Automatic,2016-01-02,2016,,810000.0,1.0,Delhi,Max Motors,Delhi,1,7.6,0
581706,Kia,SELTOS(2020-2022),HTK 1.5,PETROL,White,24518,SUV,,2020-01-08,2020,,1125000.0,1.0,Delhi,Max Motors,Delhi,1,8.6,0
581712,Skoda,OCTAVIA(2015-2017),ELEGANCE 1.8 TSI AT,PETROL,Silver,72344,SEDAN,,2016-01-03,2016,,1075000.0,1.0,Delhi,Max Motors,Delhi,1,7.3,0
581722,Toyota,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Grey,85420,MPV,,2018-01-05,2018,,1600000.0,1.0,Delhi,Max Motors,Delhi,1,7.4,0
581725,Mercedes Benz,C CLASS,200 CGI AVANTGARDE,PETROL,Silver,82000,SEDAN,Automatic,2011-01-01,2011,,675000.0,2.0,Delhi,Max Motors,Delhi,0,5.8,0
581928,Honda,CITY(2011-2014),1.5 S AT,PETROL,Golden beige,84000,SEDAN,,2012-01-08,2012,After Market,425000.0,2.0,Delhi,Max Motors,Delhi,0,6.5,1
582036,Hyundai,GRAND I10,ASTA AT 1.2 KAPPA VTVT,PETROL,Stain grey,65000,HATCHBACK,Automatic,2015-01-12,2015,,475000.0,1.0,Delhi,Sai Motors,Delhi,0,8.0,0
582060,Maruti Suzuki,DZIRE,VXI AMT,PETROL,Silver,14905,SEDAN,,2018-01-12,2018,,675000.0,1.0,Delhi,Sai Motors,Delhi,1,8.4,0
582064,Hyundai,CRETA,1.6E PLUS,PETROL,Blue,68400,SUV,Automatic,2017-01-08,2017,,790000.0,1.0,Delhi,Sai Motors,Delhi,1,7.8,0
582230,Jeep,COMPASS,LIMITED 2.0 DIESEL 4X4,DIESEL,Silver,38751,SUV,,2018-01-08,2018,,1450000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.9,0
582245,Honda,CITY,1.5 VX CVT,PETROL,White,54219,SEDAN,Manual,2016-01-03,2016,,795000.0,2.0,Delhi,Sai Motors,Delhi,1,7.4,0
582252,Mercedes Benz,C CLASS,200 K ELEGANCE AT,PETROL,White,34000,SEDAN,Automatic,2010-01-03,2010,,875000.0,1.0,Delhi,Sai Motors,Delhi,0,5.9,0
582281,Audi,A6(2011-2015),2.0 TDI,DIESEL,Grey,77000,SEDAN,,2013-01-02,2013,,825000.0,1.0,Delhi,Max Motors,Delhi,0,6.2,0
582302,Toyota,COROLLA ALTIS,1.8 VL AT,PETROL,Silver,80000,SEDAN,Automatic,2012-01-03,2012,,450000.0,2.0,Delhi,Auto Elite,Delhi,0,5.8,0
582363,Skoda,SUPERB, ELEGANCE 1.8 TSI AT,PETROL,Grey,67615,Sedan,,2013-01-08,2013,,675000.0,2.0,Delhi,Auto Elite,Delhi,1,6.5,0
582383,Maruti Suzuki,BALENO,DELTA 1.2 BS-VI,PETROL,White,22376,HATCHBACK,,2021-01-04,2021,,690000.0,1.0,Delhi,Max Motors,Delhi,0,8.8,0
582553,Maruti Suzuki,XL6,ALPHA AT PETROL,PETROL,Silver,17814,MPV,,2020-01-10,2020,,1295000.0,2.0,Delhi,Guru Kripa Motors,Delhi,1,8.2,0
582785,Maruti Suzuki,CIAZ,SIGMA 1.3 HYBRID,PETROL,Silver,73812,SEDAN,,2018-01-07,2018,,690000.0,1.0,Delhi,Max Motors,Delhi,1,7.8,0
582996,Ford,ECOSPORT,TITANIUM 1.5L TDCI,DIESEL,White,60790,SUV,Manual,2018-01-11,2018,,780000.0,1.0,Delhi,Carz Villa,Delhi,1,8.0,0
583186,Tata,HEXA,XE 4X2 7 STR,DIESEL,White,14713,SUV,,2018-01-11,2018,,1125000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.0,0
583283,Hyundai,CRETA,1.6 VTVT SX PLUS,PETROL,White,50264,COMPACTSUV,Automatic,2017-01-07,2017,,1000000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.6,0
583291,Honda,CITY,S MT DIESEL,DIESEL,Cherry,60752,SEDAN,Manual,2014-01-01,2014,,375000.0,1.0,Delhi,Max Motors,Delhi,0,7.0,0
583423,Honda,WR V,VX MT PETROL,PETROL,White,48262,SUV,,2017-01-05,2017,,675000.0,1.0,Delhi,Max Motors,Delhi,1,7.8,0
583442,Honda,CITY,VX CVT PETROL,PETROL,White,22101,SEDAN,Automatic,2016-01-07,2016,,775000.0,1.0,Delhi,Carz Villa,Delhi,1,7.5,0
583445,Mahindra,XUV 500,W10,DIESEL,White,54131,SUV,,2016-01-01,2016,,980000.0000000001,1.0,Delhi,Carz Villa,Delhi,1,7.3,0
583463,Audi,A6,35 TDI TECHNOLOGY,DIESEL,Black,49000,SEDAN,Automatic,2015-01-07,2015,,1475000.0,1.0,Delhi,Carz Villa,Delhi,0,7.2,0
583464,Audi,A6,2.0 TDI PREMIUM PLUS,DIESEL,White,22000,SEDAN,Automatic,2014-01-02,2014,,1450000.0,1.0,Delhi,Carz Villa,Delhi,0,6.9,0
583715,Hyundai,VERNA,1.6 VTVT SX,PETROL,Black,55176,SEDAN,Manual,2019-01-02,2019,,925000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.3,0
584982,Mahindra,KUV100,K6 6 SEATER PETROL,PETROL,Orange,13812,HATCHBACK,,2017-01-03,2017,,450000.0,1.0,Delhi,Auto Elite,Delhi,1,8.3,0
585063,Honda,ACCORD,2.4 AT,PETROL,Urban titanium,82000,SEDAN,Automatic,2011-01-02,2011,,475000.0,2.0,Delhi,Max Motors,Delhi,0,5.8,0
585067,Maruti Suzuki,DZIRE,VXI CNG,CNG,Metallic grey,25590,SEDAN,,2022-01-03,2022,,875000.0,1.0,Delhi,Max Motors,Delhi,1,8.8,0
585094,Honda,CITY,1.5 VX CVT,PETROL,White,31341,SEDAN,Manual,2019-01-03,2019,,1025000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.9,0
585105,Toyota,COROLLA ALTIS,1.8 VL,PETROL,White,40565,SEDAN,Manual,2018-01-12,2018,,1475000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,8.0,0
585140,Volkswagen,VIRTUS,TOPLINE 1.0 TSI MT,PETROL,White,10675,SEDAN,,2022-01-09,2022,,1475000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,9.0,0
585157,Honda,WR V,VX MT PETROL,PETROL,Modern grey,13061,SUV,,2019-01-09,2019,,875000.0,1.0,Delhi,Guru Kripa Motors,Delhi,1,8.4,0
585294,Hyundai,CRETA,1.6 VTVT SX PLUS,PETROL,Black,60914,COMPACTSUV,Automatic,2015-01-12,2015,,850000.0,1.0,Delhi,Auto Elite,Delhi,1,7.3,0
585786,Renault,DUSTER,RXE PETROL,PETROL,Orange,39692,SUV,Manual,2017-01-12,2017,,585000.0,1.0,Delhi,Car Choice Exclusif,Delhi,1,7.9,0
585888,Maruti Suzuki,SWIFT,LXI,PETROL,White,52634,HATCHBACK,Manual,2020-01-06,2020,,575000.0,1.0,Delhi,Sai Motors,Delhi,1,8.4,0
586022,Honda,CITY(2017-2020),V PETROL,PETROL,Silver,72242,SEDAN,,2018-01-01,2018,,800000.0,1.0,Delhi,Max Motors,Delhi,1,7.5,0
586023,Mg,HECTOR PLUS(2021-2023),SHARP 1.5 DCT PETROL,PETROL,White,20661,SUV,,2021-01-07,2021,,1600000.0,2.0,Delhi,Max Motors,Delhi,1,8.4,0
