id,company,model,variant,fueltype,colour,kilometer,bodystyle,transmissiontype,manufacturedate,modelyear,cngkit,price,owner,dealerstate,dealername,city,warranty,qualityscore,car_age
581111,Hyundai,Creta,Crdi 1.4 E Plus,Diesel,Black,123901,Suv,Nan,01-01-2016,2016,Nan,9.25 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,9
581164,Maruti Suzuki,Alto K10,Vxi,Petrol,White,71000,Hatchback,Manual,01-05-2018,2018,After Market,3.5 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.7,7
581246,Maruti Suzuki,Ertiga,Vxi,Petrol,White,95509,Mpv,Nan,01-02-2014,2014,Nan,6.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.7,11
581356,Tata,Nexon,Xza Plus Diesel,Diesel,Beige Blue,95547,Hatchback,Nan,01-03-2019,2019,Nan,8.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.5,6
581421,Hyundai,I10,Magna 1.2,Petrol,White,54662,Hatchback,Manual,01-03-2010,2010,Nan,2.8 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.1,15
581453,Kia,Carens,Luxury Plus 1.5 Diesel At 7 Str,Diesel,Silver,12000,Mpv,Nan,01-01-2022,2022,Nan,18.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,8.9,3
581481,Hyundai,Elantra,2.0 Sx O At,Petrol,Pearl White,69000,Sedan,Nan,01-02-2018,2018,Nan,9.1 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,0,7.0,7
581734,Mahindra,Tuv 300,T10 Amt Dual Tone,Diesel,G. Red,86183,Suv,Nan,01-06-2017,2017,Nan,8.5 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,7.6,8
581863,Maruti Suzuki,Wagon R 1.0,Lxi Cng,Cng,White,81236,Hatchback,Manual,01-01-2017,2017,Company Fitted,5.3 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.9,8
581950,Hyundai,I20,Sportz 1.2 O,Petrol,White,64462,Hatchback,Manual,01-04-2015,2015,Nan,4.8 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,1,6.7,10
581993,Maruti Suzuki,Vitara Brezza,Vdi Amt,Diesel,Red,69768,Suv,Nan,01-05-2019,2019,Nan,9 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8,6
581994,Tata,Manza(2011_2015),Ex Quadrajet,Diesel,Wine Red,46624,Sedan,Nan,01-12-2013,2013,Nan,3.65 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,12
582005,Maruti Suzuki,Swift,Vxi,Petrol,Grey,32547,Hatchback,Manual,01-01-2022,2022,Nan,7.25 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.9,3
582008,Maruti Suzuki,Celerio,Zxi Amt,Petrol,Grey,23035,Hatchback,Nan,01-08-2017,2017,Nan,5.25 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.3,8
582045,Maruti Suzuki,Swift Dzire,1.3 Vdi Amt,Diesel,White,43252,Sedan,Nan,01-03-2018,2018,Nan,8.25 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.0,7
582359,Maruti Suzuki,Eeco,5 Str Cng With Ac Plushtr,Cng,Silver,40267,Van,Manual,01-01-2018,2018,Company Fitted,5.25 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.3,7
582535,Mahindra,Xuv300,W8 Diesel,Diesel,Silver,69143,Suv,Nan,01-06-2021,2021,Nan,11.25 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,0,7.2,4
582561,Hyundai,I10,Sportz 1.2 Kappa2,Petrol,Red,17527,Hatchback,Manual,01-06-2013,2013,Nan,3.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.6,12
582581,Maruti Suzuki,Swift Dzire,Vxi,Petrol,Blue,122145,Sedan,Manual,01-10-2008,2009,Nan,2.25 Lakhs,3Rd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,16
582632,Maruti Suzuki,Baleno,Delta 1.2,Petrol,Grey,41814,Hatchback,Nan,01-08-2017,2017,Nan,6.25 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.1,8
582634,Hyundai,Verna,1.6 Crdi Sx,Diesel,Black,49261,Sedan,Nan,01-03-2018,2018,Nan,10.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.9,7
582647,Hyundai,I20,Sportz 1.2,Petrol,White,16694,Hatchback,Nan,01-03-2021,2021,Nan,8.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.7,4
582684,Mahindra,Scorpio,S11 2Wd,Diesel,Silver,123901,Suv,Nan,01-09-2018,2018,Nan,13.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,0,6.6000000000000005,7
582763,Maruti Suzuki,Swift,Vdi,Diesel,White,46703,Hatchback,Manual,01-03-2019,2019,Nan,8 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,0,8.4,6
583012,Maruti Suzuki,Celerio,Vxi Amt,Petrol,Silver,36433,Hatchback,Nan,01-10-2014,2014,Nan,3.95 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,6.9,11
583013,Volkswagen,Vento,Highline 1.2 Petrol At,Petrol,Pearl White,65950,Sedan,Nan,01-02-2016,2016,Nan,6.4 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,6.8,9
583075,Bmw,X1(2010-2012),Sdrive20D M Sport,Diesel,Blue,104000,Suv,Nan,01-03-2011,2011,Nan,5 Lakhs,4Th Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,14
583137,Tata,Tigor,Revotorq Xt,Diesel,Red,58287,Sedan,Nan,01-03-2018,2018,Nan,5.85 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.2,7
583140,Honda,City(2017-2020),Sv Petrol,Petrol,Red,106118,Sedan,Nan,01-07-2017,2017,Nan,6.8 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.2,8
583308,Ford,Ecosport,Titanium 1.5 Tdci,Diesel,Diamond White,91160,Suv,Manual,01-05-2016,2016,Nan,6.7 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,7.0,9
583432,Mahindra,Bolero,Di,Diesel,Grey,80692,Suv,Manual,01-01-2012,2012,Nan,4.8 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,0,6.7,13
583889,Hyundai,Grand I10,Sportz O U2 1.2 Crdi,Diesel,Red,76050,Hatchback,Nan,01-07-2017,2017,Nan,5.3 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,7.9,8
583942,Ford,Ecosport(2017-2019),Titanium + 1.5L Tdci,Diesel,Red,50495,Suv,Nan,01-09-2018,2018,Nan,9.05 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.0,7
584532,Mahindra,Tuv 300,T8,Diesel,Black,38936,Suv,Nan,01-07-2016,2016,Nan,7.3 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,1,7.1,9
584877,Hyundai,Grand I10,1.2 Kappa Asta O,Petrol,White,62560,Hatchback,Manual,01-02-2017,2017,Nan,5.1 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.1,8
584880,Maruti Suzuki,Alto,Lxi Bs Iv,Petrol,Red,94201,Hatchback,Manual,01-07-2011,2011,After Market,"95,000",2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,14
585158,Volkswagen,Polo,Gt Tdi,Diesel,White,57970,Hatchback,Manual,01-01-2014,2014,Nan,5.95 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,6.6000000000000005,11
585175,Volkswagen,Vento,Highline 1.5 Diesel At,Diesel,White,95642,Sedan,Nan,01-12-2016,2016,Nan,8.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.0,9
585189,Maruti Suzuki,Wagon R,Lxi,Petrol,Silver,85319,Hatchback,Manual,01-12-2017,2017,Company Fitted,4.75 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.0,8
585245,Mahindra,Xuv500,W7,Diesel,Silver,34833,Suv,Nan,01-06-2019,2019,Nan,13.5 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.1,6
585361,Toyota,Innova(2012-2013),2.5 V 7 Str,Diesel,Silver,123901,Mpv,Nan,01-02-2012,2012,Nan,7.9 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,13
585399,Mahindra,Verito(2011-2012),1.5 D2 Bs-Iv,Diesel,Silver,41575,Sedan,Nan,01-01-2012,2012,Nan,2.75 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.0,13
585458,Mahindra,Tuv 300,T8 Amt,Diesel,G. Red,32763,Suv,Nan,01-08-2016,2016,Nan,7.5 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,1,7.4,9
585459,Volkswagen,Polo,Highline 1.5L D,Diesel,Silver,88413,Hatchback,Nan,01-05-2015,2015,Nan,5.6 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,6.6000000000000005,10
585473,Tata,Nexon,Xza Plus Diesel Dual Tone,Diesel,G. Red,41693,Hatchback,Nan,01-05-2018,2018,Nan,8.9 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.0,7
585531,Maruti Suzuki,S Cross,1.3 Delta,Diesel,Chocolate Brown,100923,Suv,Nan,01-09-2016,2016,Nan,6.25 Lakhs,2Nd Owner,Maharashtra,Jeen Mata Motors,Pune,0,6.6000000000000005,9
585534,Mahindra,Xuv 500,W10,Diesel,Silver,55963,Suv,Nan,01-08-2015,2015,Nan,11 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.0,10
585551,Maruti Suzuki,Swift,Vxi Amt,Petrol,Red,12364,Hatchback,Nan,01-10-2018,2018,Nan,6.75 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.3,7
585552,Maruti Suzuki,Celerio,Vxi Amt,Petrol,Pearl White,84169,Hatchback,Nan,01-09-2016,2016,Nan,4.25 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,7.9,9
585557,Maruti Suzuki,Ertiga,Vdi,Diesel,White,54452,Muv,Manual,01-01-2015,2015,Nan,8.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.3,10
585560,Toyota,Fortuner,3.0 At 4X2,Diesel,White,110255,Suv,Automatic,01-02-2013,2013,Nan,15.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,0,6.6000000000000005,12
585564,Maruti Suzuki,A Star,Vxi,Petrol,Silver,86784,Hatchback,Manual,01-01-2014,2014,Nan,2.5 Lakhs,2Nd Owner,Maharashtra,Jeen Mata Motors,Pune,0,7.1,11
585598,Maruti Suzuki,Wagon R,Vxi 1.2 Amt Bs-Vi,Petrol,Grey,3937,Hatchback,Nan,01-06-2021,2021,Nan,6.4 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,9.0,4
585673,Maruti Suzuki,Swift,Vdi,Diesel,Grey,120584,Hatchback,Manual,01-10-2009,2009,Nan,2.85 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,16
585674,Maruti Suzuki,Baleno,Zeta At 1.2,Petrol,Grey,53246,Hatchback,Nan,01-03-2017,2017,Nan,6.85 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.0,8
585682,Volkswagen,Ameo,Comfortline Petrol,Petrol,Brown,51550,Sedan,Nan,01-05-2017,2017,Nan,5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2,8
551616,Toyota,Innova Crysta,2.8 Gx At 8 Str,Diesel,Brown,38072,Mpv,Nan,01-08-2016,2016,Nan,15.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.4,9
552410,Toyota,Innova Crysta,2.4 G Plus 7 Str,Diesel,Grey,48714,Mpv,Nan,01-06-2019,2019,Nan,18.4 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,7.8,6
552981,Kia,Sonet,Htx Plus 1.5,Diesel,Cherry Red,6270,Suv,Nan,01-02-2021,2021,Nan,12.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.0,4
554533,Hyundai,I20,Magna Vtv Bsiv,Petrol,Blue,73301,Hatchback,Nan,01-05-2015,2015,Nan,4.9 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.8,10
554830,Toyota,Corolla Altis,1.8 G,Petrol,White,82593,Sedan,Manual,01-08-2012,2012,Nan,4.35 Lakhs,2Nd Owner,Delhi,Auto Elite,Delhi,0,6.9,13
556464,Toyota,Fortuner,2.8 2Wd At,Diesel,Metallic Silver,72907,Suv,Nan,01-07-2017,2017,Nan,28.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.6,8
558239,Toyota,Fortuner (2012_2016),3.0 4X2 At,Diesel,White,123901,Suv,Nan,01-04-2015,2015,Nan,15.5 Lakhs,2Nd Owner,Delhi,Guru Kripa Motors,Delhi,0,7.7,10
559181,Audi,A4,2.0 Tdi 140Bhp Standard,Diesel,Brown,55000,Sedan,Cvt,01-12-2013,2013,Nan,10.9 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,0,7.5,12
559203,Toyota,Innova Crysta,2.8 Z 7 Str,Diesel,Riviera Red,77674,Mpv,Nan,01-04-2018,2018,Nan,18.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.6,7
559285,Isuzu,V Cross,D Max,Diesel,White,38805,Suv,Nan,01-09-2016,2016,Nan,12.5 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.0,9
559290,Maruti Suzuki,Swift(2014_2018),Vdi,Diesel,Grey,29659,Hatchback,Nan,01-09-2017,2017,Nan,5.25 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.1,8
559861,Ford,Ecosport,Titanium + 1.5L Ti-Vct At,Petrol,Moondust Silver,65750,Suv,Nan,01-02-2018,2018,Nan,8.35 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.7,7
559976,Hyundai,Creta,1.6 Sx Plus At Petrol,Cng,Black,48795,Suv,Automatic,01-01-2017,2017,Nan,10.75 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.5,8
560013,Jeep,Compass,Sport 1.4 Petrol,Petrol,Grey,39136,Suv,Nan,01-07-2018,2018,Nan,12.25 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.6,7
560270,Maruti Suzuki,S Presso,Vxi Plus,Petrol,Red,18794,Hatchback,Nan,01-06-2021,2021,Nan,4.75 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.2,4
561788,Ford,Ecosport,Titanium 1.5 Ti Vct,Petrol,Brown,38752,Suv,Manual,01-03-2016,2016,Nan,6.75 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.6,9
564201,Ford,Endeavour(2016_2019),Titanium 3.2 4X4 At,Diesel,Silver,74686,Suv,Nan,01-05-2017,2017,Nan,26.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.8,8
564212,Ford,Endeavour,3.2L Diesel Titanium+ 4X4 At,Diesel,Silver,57036,Suv,Nan,01-06-2019,2019,Nan,32.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.7,6
564275,Skoda,Octavia(2015-2017),Elegance 1.8 Tsi At,Petrol,Silver,63758,Sedan,Nan,01-06-2016,2016,Nan,13.75 Lakhs,2Nd Owner,Delhi,Car Choice Exclusif,Delhi,1,7.4,9
564304,Honda,Wr V,Vx Mt Diesel,Diesel,Silver,55900,Suv,Nan,01-10-2017,2017,Nan,7.35 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.5,8
564959,Honda,Jazz,1.2 S I Vtec,Petrol,White,50542,Hatchback,Nan,01-03-2017,2017,Nan,5.95 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,0,7.8,8
564975,Ford,Ecosport,Titanium 1.5 Tdci,Diesel,Silver,52903,Suv,Manual,01-05-2018,2018,Nan,8.25 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.8,7
565084,Ford,Endeavour(2016_2019),Titanium 3.2 4X4 At,Diesel,Grey,69955,Suv,Nan,01-01-2017,2017,Nan,26.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.6,8
565169,Kia,Seltos,Gtx 1.4,Petrol,Star Silver,15722,Suv,Nan,01-11-2020,2020,Nan,15.85 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.9,5
565293,Hyundai,Creta,1.6 Crdi At Sx Plus,Diesel,Brown,83986,Compactsuv,Automatic,01-03-2017,2017,Nan,10 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.7,8
565757,Mahindra,Xuv 500,W10 Awd,Diesel,White,78669,Suv,Nan,01-02-2018,2018,Nan,12.25 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.7,7
567602,Honda,Crv,2.4 L 4Wd Avn,Petrol,Urban Titanium,83688,Suv,Automatic,01-10-2014,2014,Nan,10.9 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.2,11
567793,Maruti Suzuki,Swift Dzire,Lxi O,Petrol,Grey,45416,Sedan,Nan,01-07-2015,2015,Nan,4.5 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,7.5,10
567832,Hyundai,Creta,Sx O 1.5 Diesel At,Diesel,Black,32828,Suv,Nan,01-06-2021,2021,Nan,19.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.7,4
567994,Audi,A3,35 Tdi Technology,Diesel,White,40000,Sedan,Automatic,01-09-2015,2015,Nan,12.75 Lakhs,2Nd Owner,Delhi,Guru Kripa Motors,Delhi,0,7.3,10
568049,Audi,Q3(2012-2015),35 Tdi Premium Plus + Sunroof,Diesel,Grey,83000,Suv,Nan,01-10-2014,2014,Nan,14.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,0,7.3,11
568052,Toyota,Corolla Altis(2014-2017),1.8 G At,Petrol,Grey,64526,Sedan,Nan,01-11-2014,2014,Nan,8.5 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.1,11
568071,Mahindra,Xuv500(2015_2017),W9 1.99,Diesel,White,65000,Suv,Nan,01-10-2017,2017,Nan,10.85 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,0,7.8,8
568427,Honda,Wr V,Vx Mt Petrol,Petrol,Silver,58519,Suv,Nan,01-04-2018,2018,Nan,8.7 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,7.6,7
568794,Hyundai,New Elantra,1.8 Sx At,Petrol,White,98000,Sedan,Automatic,01-02-2014,2014,Nan,6.75 Lakhs,2Nd Owner,Delhi,Auto Elite,Delhi,0,6.9,11
569094,Volvo,V40,D3 R-Design,Diesel,White,76000,Sedan,Nan,01-09-2016,2016,Nan,12.5 Lakhs,2Nd Owner,Delhi,Guru Kripa Motors,Delhi,0,7.3,9
569705,Skoda,Superb,Elegance 1.8 Tsi At,Petrol,Metallic Black,49451,Sedan,Nan,01-11-2014,2014,Nan,11.5 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.4,11
569780,Mahindra,Xuv700,Ax3 At,Petrol,White,1625,Suv,Nan,01-12-2022,2022,Nan,19.75 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,9.0,3
570422,Renault,Kwid,Rxl,Petrol,White,14316,Hatchback,Nan,01-06-2019,2019,Nan,3.8 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,9.0,6
570756,Mahindra,Xuv300,W8 Diesel,Diesel,Silver,33109,Suv,Nan,01-03-2021,2021,Nan,12.35 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.8,4
571276,Toyota,Corolla Altis(2017-2020),1.8 G,Petrol,White,33829,Sedan,Nan,01-09-2019,2019,Nan,13.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.6,6
572257,Maruti Suzuki,Vitara Brezza,Vdi O,Diesel,Red,58109,Suv,Nan,01-06-2017,2017,Nan,7.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.4,8
572270,Honda,Amaze,1.2 Vx O I-Vtec,Petrol,Silver,54272,Sedan,Nan,01-10-2016,2016,Nan,5.3 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.3,9
572693,Honda,City,1.5 S Mt,Petrol,White,52000,Sedan,Manual,01-05-2012,2012,Nan,3.9 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,0,6.6000000000000005,13
572813,Maruti Suzuki,Celerio,Vxi,Petrol,Silver,25491,Hatchback,Nan,01-01-2022,2022,Nan,5.95 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,3
572989,Maruti Suzuki,Swift Dzire,Vxi,Petrol,White,45408,Sedan,Manual,01-10-2016,2016,Nan,5.45 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.4,9
573129,Kia,Seltos(2020-2022),Gtx Plus At 1.5 Diesel,Diesel,Silver,50553,Suv,Nan,01-04-2021,2021,Nan,18.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.3,4
573135,Toyota,Glanza(2020-2022),V,Petrol,White,11024,Hatchback,Nan,01-09-2022,2022,Nan,9.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,3
573186,Maruti Suzuki,Swift,Vxi Amt,Petrol,Red,15754,Hatchback,Nan,01-04-2021,2021,Nan,7.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,4
573224,Renault,Kwid,Rxl,Petrol,White,45056,Hatchback,Nan,01-12-2017,2017,Nan,2.45 Lakhs,1St Owner,Delhi,Harbans Motor Pvt Ltd,Delhi,1,8.5,8
574426,Mahindra,Xuv 500,W10 At Fwd,Diesel,Pearl White,46377,Suv,Nan,01-02-2017,2017,Nan,10.5 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,7.9,8
574505,Volkswagen,Vento,Highline 1.2 Petrol At,Petrol,Black,79958,Sedan,Nan,01-04-2016,2016,Nan,6.8 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.5,9
574510,Hyundai,I20,Sportz 1.2 Bs Iv,Petrol,Silver,90000,Hatchback,Manual,01-01-2012,2012,Nan,2.75 Lakhs,2Nd Owner,Delhi,Auto Elite,Delhi,0,7.0,13
574539,Maruti Suzuki,Baleno,Alpha,Petrol,Pearl White,5302,Hatchback,Nan,01-03-2022,2022,Nan,9.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,3
574775,Mitsubishi,Pajero Sport,2.5 Mt,Diesel,Black,76000,Suv,Manual,01-11-2013,2013,Nan,8.5 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,0,7.1,12
576203,Maruti Suzuki,Dzire,Zxi Plus Amt,Petrol,Grey,55911,Sedan,Nan,01-07-2018,2018,Nan,7.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.3,7
576472,Mercedes Benz,Cla Class,200 Petrol Sport,Petrol,Red,57559,Sedan,Nan,01-09-2018,2018,Nan,26.9 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,8.2,7
576509,Maruti Suzuki,Wagon R,Lxi 1.0 (O) Cng Bs-Vi,Cng,Silver,25582,Hatchback,Nan,01-06-2021,2021,Nan,6.25 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,9.0,4
576510,Mahindra,Xuv500(2015_2017),W10,Diesel,Blue,56822,Suv,Nan,01-08-2015,2015,Nan,8.5 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.5,10
576657,Toyota,Innova Crysta,2.8 Zx At 7 Str,Diesel,Brown,61000,Mpv,Nan,01-09-2017,2017,Nan,17.5 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,0,8.0,8
576665,Honda,Jazz,1.2 V Cvt I Vtec Bsiv,Petrol,Silver,56444,Hatchback,Nan,01-10-2016,2016,Nan,5.75 Lakhs,2Nd Owner,Delhi,Sai Motors,Delhi,1,7.7,9
576995,Honda,Jazz,S,Petrol,Urban Titanium,47322,Hatchback,Manual,01-10-2015,2015,Nan,4.85 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.1,10
577189,Toyota,Innova Crysta,2.8 Gx At 7 Str,Diesel,Grey,68456,Mpv,Nan,01-08-2016,2016,Nan,14.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.8,9
577295,Ford,Endeavour(2016_2019),Titanium 2.2 4X2 At,Diesel,White,16337,Suv,Nan,01-06-2018,2018,Nan,31 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,8.3,7
577416,Renault,Kiger(2021-2022),Rxt O Mt,Petrol,White,1801,Suv,Nan,01-05-2022,2022,Nan,8.35 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,3
577425,Hyundai,Creta,1.6 Vtvt Sx Plus,Petrol,Red,25643,Compactsuv,Nan,01-09-2018,2018,Nan,13.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.3,7
577513,Skoda,Kushaq,Style 1.0L Tsi At,Petrol,Grey,10181,Suv,Nan,01-10-2021,2021,Nan,16.75 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,9.0,4
577522,Toyota,Corolla Altis(2014-2017),1.8 G At,Petrol,Grey,75000,Sedan,Nan,01-04-2015,2015,Nan,8.9 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,0,7.1,10
577525,Honda,City(2011-2014),1.5 V Mt,Petrol,Red,68000,Sedan,Nan,01-08-2012,2012,Nan,4.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,0,6.6000000000000005,13
577619,Skoda,Superb,L&K Tsi At,Petrol,Black,65565,Sedan,Nan,01-04-2019,2019,Nan,25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.8,6
577647,Toyota,Fortuner,2.8 4Wd At,Diesel,White,114000,Suv,Nan,01-02-2019,2019,Nan,33 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,0,7.4,6
577649,Toyota,Camry,Hybrid,Petrol,White,62532,Sedan,Nan,01-10-2016,2016,Nan,21 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.5,9
578157,Hyundai,I20,Sportz 1.2 Bs Iv,Petrol,Silver,30166,Hatchback,Manual,01-04-2017,2017,Nan,6.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.5,8
578177,Bmw,5 Series,520D Luxury Line,Diesel,Black,90000,Sedan,Nan,01-01-2016,2016,Nan,20.9 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,0,7.4,9
578345,Ford,Ecosport,1.5 Signature At Tivct,Petrol,Silver,64004,Suv,Nan,01-02-2015,2015,Nan,5.95 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.6,10
