id,company,model,variant,fueltype,colour,kilometer,bodystyle,transmissiontype,manufacturedate,modelyear,cngkit,price,owner,dealerstate,dealername,city,warranty,qualityscore,car_age
586856,Renault,Kwid,1.0 Rxt O,Petrol,Brown,28107,Hatchback,Nan,01-11-2016,2016,Nan,3.65 Lakhs,2Nd Owner,Karnataka,Top Gear Cars,Bangalore,1,7.9,9
586886,Maruti Suzuki,Celerio,Zxi Mt,Petrol,Grey,53488,Hatchback,Manual,01-12-2014,2014,Nan,3.72 Lakhs,1St Owner,Karnataka,Zippy Automart,Bangalore,1,7.8,11
586920,Toyota,Innova Crysta,2.4 G 7 Str,Diesel,Bluish Silver Met.,37180,Mpv,Nan,01-11-2017,2017,Nan,17.5 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,7.8,8
586923,Honda,Amaze,1.2Vxmtivtec,Petrol,Grey,45529,Sedan,Manual,01-03-2019,2019,Nan,7.75 Lakhs,1St Owner,Karnataka,Ace Motors,Bangalore,1,8.4,6
586944,Maruti Suzuki,S Presso,Vxi(O),Petrol,White,42260,Hatchback,Nan,01-06-2022,2022,Nan,5 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.8,3
586950,Ford,Ecosport(2021-2022),Titanium + Mt Sports Diesel,Diesel,Black,45400,Suv,Nan,01-04-2021,2021,Nan,10.85 Lakhs,1St Owner,Karnataka,Zippy Automart,Bangalore,0,8.3,4
586965,Maruti Suzuki,Baleno,Zeta,Petrol,Pearl White,38966,Hatchback,Nan,01-02-2021,2021,Nan,8.5 Lakhs,1St Owner,Karnataka,Adeep Motors,Bangalore,1,8.7,4
586977,Tata,Nexon,Xm,Petrol,White,53647,Hatchback,Nan,01-09-2018,2018,Nan,8.25 Lakhs,1St Owner,Karnataka,Propel Motors,Bangalore,1,8.3,7
587269,Honda,Jazz,1.2 Vx I Vtec,Petrol,Brown,67650,Hatchback,Nan,01-09-2015,2015,Nan,5.45 Lakhs,2Nd Owner,Karnataka,Ace Motors,Bangalore,0,7.5,10
587270,Hyundai,Grand I10(2013-2017),Asta At 1.2 Kappa Vtvt O,Petrol,Grey,46767,Hatchback,Nan,01-06-2016,2016,Nan,5.95 Lakhs,2Nd Owner,Karnataka,Ace Motors,Bangalore,1,7.9,9
587290,Maruti Suzuki,Eeco,5 Str With Ac Plushtr,Petrol,Blue,55231,Van,Manual,01-09-2017,2017,Nan,4.25 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,1,8.2,8
587323,Volkswagen,Ameo,Highline Diesel,Diesel,Dark Grey,70336,Sedan,Nan,01-10-2016,2016,Nan,6.25 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,1,7.7,9
587406,Kia,Carens,Luxury Plus 1.5 Diesel At 7 Str,Diesel,Dark Blue,43253,Mpv,Nan,01-04-2022,2022,Nan,17.9 Lakhs,1St Owner,Karnataka,Zippy Automart,Bangalore,1,8.4,3
587806,Hyundai,Creta,Sx 1.5 Petrol,Petrol,White,24468,Suv,Nan,01-06-2021,2021,Nan,14.25 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.6,4
587853,Hyundai,Elite I20,Magna Plus 1.2,Petrol,Grey,47615,Hatchback,Nan,01-06-2019,2019,Nan,6.5 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.4,6
587862,Hyundai,Elite I20,Asta 1.2,Petrol,Grey,34337,Hatchback,Automatic,01-06-2017,2017,Nan,7 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.1,8
587945,Mahindra,Xylo,H8 Abs Bs Iv,Diesel,Black,116959,Muv,Manual,01-10-2014,2014,Nan,4.75 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,0,6.8,11
588036,Ford,Ecosport,Titanium 1.5 Ti Vct,Petrol,Brown,94390,Suv,Manual,01-08-2016,2016,Nan,5.85 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,0,7.3,9
588123,Maruti Suzuki,Baleno,Alpha 1.2,Petrol,Blue,30149,Hatchback,Nan,01-04-2018,2018,Nan,7.5 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.2,7
588247,Renault,Duster,Rxl Petrol,Petrol,Pearl White,35599,Suv,Nan,01-01-2018,2018,Nan,8.15 Lakhs,1St Owner,Karnataka,Cardiction,Bangalore,1,8.0,7
588384,Ford,Aspire,Titanium 1.2 Ti-Vct O,Petrol,Red,36961,Sedan,Nan,01-09-2015,2015,Nan,4.95 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,1,7.8,10
588399,Ford,Aspire(2015_2018),Titanium 1.5 Ti-Vct At,Petrol,Smoke Grey,50130,Sedan,Nan,01-12-2015,2015,Nan,5.45 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,1,7.5,10
588517,Hyundai,Creta,Ex 1.5 Petrol,Petrol,Intense Black,54260,Suv,Nan,01-01-2021,2021,Nan,11.75 Lakhs,1St Owner,Karnataka,Zippy Automart,Bangalore,1,8.3,4
588590,Mahindra,Bolero,Power Plus Zlx,Diesel,Diamond White,82484,Suv,Nan,01-09-2018,2018,Nan,8.85 Lakhs,1St Owner,Karnataka,Cardiction,Bangalore,1,7.7,7
588630,Hyundai,Elite I20,Asta O 1.2,Petrol,Red,48899,Hatchback,Nan,01-04-2018,2018,Nan,8.3 Lakhs,2Nd Owner,Karnataka,Cardiction,Bangalore,1,8.1,7
588636,Maruti Suzuki,Celerio,Vxi Amt,Petrol,Grey,47538,Hatchback,Nan,01-04-2017,2017,Nan,5.45 Lakhs,1St Owner,Karnataka,Cardiction,Bangalore,0,8.3,8
588685,Ford,Figo,Base 1.2 Ti-Vct,Petrol,Black,43563,Hatchback,Nan,01-11-2015,2015,Nan,4.55 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,1,8.0,10
588686,Datsun,Go,T O,Petrol,Grey,37773,Hatchback,Nan,01-01-2017,2017,Nan,3.45 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,1,8.4,8
588697,Maruti Suzuki,Baleno,Zeta,Petrol,Metalic Grey,45216,Hatchback,Nan,01-09-2019,2019,Nan,7.5 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.5,6
588753,Tata,Tiago,Xz 1.2 Rtn Bs4,Petrol,Red,11951,Hatchback,Nan,01-10-2017,2017,Nan,5.85 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,1,8.3,8
588758,Hyundai,I20,Asta 1.4 Crdi,Diesel,Blue,68017,Hatchback,Manual,01-11-2017,2017,Nan,7.95 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,0,8.1,8
588760,Tata,Tiago,Revotron Xza,Petrol,Red,48928,Hatchback,Nan,01-08-2018,2018,Nan,5.95 Lakhs,1St Owner,Karnataka,Top Gear Cars,Bangalore,0,8.4,7
588860,Maruti Suzuki,Ritz,Genus Vdi,Diesel,Blue,94675,Hatchback,Manual,01-10-2010,2010,Nan,3.45 Lakhs,2Nd Owner,Karnataka,Zippy Automart,Bangalore,0,6.9,15
588872,Hyundai,I20(2012-2014),Asta 1.2,Petrol,Silver,61207,Hatchback,Nan,01-09-2014,2014,Nan,4.95 Lakhs,1St Owner,Karnataka,Propel Motors,Bangalore,1,7.6,11
588874,Ford,Ecosport,Titanium 1.5 Tdci,Diesel,Orange,52126,Suv,Manual,01-03-2017,2017,Nan,7.65 Lakhs,2Nd Owner,Karnataka,Propel Motors,Bangalore,1,7.5,8
588884,Renault,Kwid(2015_2019),1.0 Rxt Amt O,Petrol,Red,25351,Hatchback,Nan,01-11-2016,2016,Nan,4.35 Lakhs,1St Owner,Karnataka,Renew 4 U Automobiles Pvt Ltd,Bangalore,1,8.1,9
588980,Maruti Suzuki,Celerio,Zxi Mt,Petrol,G. Red,93544,Hatchback,Manual,01-06-2018,2018,Nan,4.7 Lakhs,1St Owner,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.0,7
555463,Honda,City,Sv Mt Petrol,Petrol,Brown,48302,Sedan,Manual,01-01-2017,2017,Nan,7 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.6,8
557826,Skoda,Rapid,1.5 Tdi Cr Ambition,Diesel,Silver,123901,Sedan,Nan,01-10-2016,2016,Nan,5.35 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,8.3,9
557953,Maruti Suzuki,Celerio,Zxi Mt,Petrol,Grey,25823,Hatchback,Manual,01-11-2014,2014,Nan,4.25 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.0,11
558918,Maruti Suzuki,Wagon R 1.0,Vxi + Amt,Petrol,Silver,32079,Hatchback,Nan,01-03-2018,2018,Nan,5.5 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,7.9,7
559928,Maruti Suzuki,Celerio,Zxi Mt,Petrol,White,35379,Hatchback,Manual,01-04-2018,2018,Nan,5.25 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.2,7
561218,Mg,Hector Plus(2021-2023),Sharp 2.0 Diesel,Diesel,Burgundy,101,Suv,Nan,01-12-2022,2022,Nan,22.63 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.3,3
561335,Maruti Suzuki,Swift Dzire,Zdi,Diesel,Grey,90535,Sedan,Manual,01-12-2014,2014,Nan,6 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,0,7.6,11
561731,Jeep,Compass,Sport Plus 2.0 Diesel,Diesel,White,19550,Suv,Nan,01-01-2021,2021,Nan,19 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.0,4
562322,Hyundai,Alcazar(2021-2023),2.0 Platinum 7 Str,Petrol,Grey,7920,Suv,Nan,01-02-2022,2022,Nan,18 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.1,3
563723,Hyundai,Venue,Sx O 1.0 Turbo Imt,Petrol,White,45340,Suv,Nan,01-06-2021,2021,Nan,9.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.0,4
564282,Hyundai,Aura,S 1.2 Cng Petrol,Cng,White,34866,Sedan,Nan,01-01-2020,2020,Nan,8.55 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.2,5
564386,Hyundai,Elantra,L Mt,Diesel,White,69165,Sedan,M,01-03-2014,2014,Nan,6.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.4,11
565353,Mahindra,Xuv300,1.5 W8 (O) Amt Bs-Vi,Diesel,Red,34937,Suv,Nan,01-05-2020,2020,Nan,12.51 Lakhs,1St Owner,Maharashtra,Shiv Auto Wings,Pune,1,7.9,5
566188,Maruti Suzuki,Vitara Brezza,Zdi,Diesel,Red,57868,Hatchback,Nan,01-10-2018,2018,Nan,9.21 Lakhs,1St Owner,Maharashtra,Shiv Auto Wings,Pune,1,7.8,7
566190,Honda,Jazz,1.2 Zx Mt (I-Vtec),Petrol,White,10000,Hatchback,Nan,01-09-2021,2021,Nan,9.91 Lakhs,1St Owner,Maharashtra,Shiv Auto Wings,Pune,0,7.9,4
566194,Mahindra,Scorpio,S8,Diesel,Blue,110000,Suv,Nan,01-10-2014,2014,Nan,8.61 Lakhs,2Nd Owner,Maharashtra,Shiv Auto Wings,Pune,0,7.4,11
566196,Maruti Suzuki,Swift,Zxi,Petrol,Purple,65000,Hatchback,Manual,01-10-2016,2016,Nan,5.81 Lakhs,1St Owner,Maharashtra,Shiv Auto Wings,Pune,0,7.9,9
566206,Volkswagen,Vento,Diesel Style,Diesel,Grey,80000,Sedan,Nan,01-10-2014,2014,Nan,4.71 Lakhs,2Nd Owner,Maharashtra,Shiv Auto Wings,Pune,0,7.6,11
567592,Honda,City Zx,Vtec,Petrol,Brown,50000,Sedan,Manual,01-08-2008,2009,Nan,2.55 Lakhs,3Rd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.8,16
567708,Hyundai,Verna,Fluidic 1.6 Sx Vtvt,Petrol,White,32115,Sedan,Manual,01-04-2017,2017,Nan,7.5 Lakhs,2Nd Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.7,8
567838,Maruti Suzuki,Swift Dzire,Zdi At,Diesel,Golden,79650,Sedan,Nan,01-02-2018,2018,Nan,7.75 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.0,7
568272,Toyota,Etios,V,Petrol,Silver,120000,Sedan,Manual,01-10-2012,2012,Nan,3.6 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,7.4,13
568450,Maruti Suzuki,S Cross,1.3 Zeta,Diesel,White,21435,Suv,Nan,01-05-2017,2017,Nan,8.25 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.6,8
568557,Hyundai,Elite I20(2018-2019),Asta 1.4 O Crdi,Diesel,Red,73536,Hatchback,Nan,01-11-2019,2019,Nan,8 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.9,6
568824,Ford,Ecosport,Trend + 1.5L Ti-Vct At,Petrol,Silver,60848,Suv,Nan,01-01-2019,2019,Nan,7.75 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.8,6
569028,Volkswagen,Taigun,Topline 1.0 Tsi At,Petrol,Grey,24137,Suv,Nan,01-10-2021,2021,Nan,17 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.0,4
569698,Maruti Suzuki,Wagon R 1.0,Lxi,Petrol,White,50000,Hatchback,Manual,01-03-2016,2016,Nan,3.85 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.1,9
569717,Volkswagen,Vento,Highline 1.6 Petrol,Petrol,Silver,36531,Sedan,Nan,01-01-2016,2016,Nan,6.2 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.7,9
569897,Honda,Brio,Ex Mt,Petrol,Urban Titanium,79640,Hatchback,Manual,01-07-2013,2013,Nan,3.15 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.0,12
570175,Hyundai,I20,Magna O 1.2,Petrol,White,80998,Hatchback,Manual,01-09-2013,2013,Nan,4.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.6000000000000005,12
570267,Volkswagen,Polo,Comfortline 1.2L Petrol,Petrol,Red,57377,Hatchback,Manual,01-01-2016,2016,Nan,6 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2,9
571294,Tata,Tiago,Xz Plus Cng,Cng,Grey,25620,Hatchback,Nan,01-01-2022,2022,Nan,7.8 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.9,3
571917,Honda,Amaze,1.2 Sat I Vtec,Petrol,Brown,33887,Sedan,Automatic,01-06-2018,2018,Nan,7.4 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.4,7
572094,Maruti Suzuki,Swift Dzire,Vxi,Petrol,White,42291,Sedan,Manual,01-01-2016,2016,Nan,5.75 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.1,9
572256,Maruti Suzuki,Celerio(2017-2019),Zxi,Petrol,Pearl White,26905,Hatchback,Nan,01-12-2018,2018,Nan,5.3 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,1,8.5,7
572302,Honda,Wr V,S Mt Petrol,Petrol,Red,15085,Suv,Nan,01-02-2019,2019,Nan,7.75 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,7.5,6
572337,Honda,Wr V,Vx Mt Petrol,Petrol,Silver,38236,Suv,Nan,01-01-2018,2018,Nan,8.2 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.3,7
572341,Hyundai,Creta,1.4 Crdi S Plus,Diesel,Pearl White,88115,Compactsuv,Nan,01-07-2016,2016,Nan,9.5 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,7.4,9
572576,Jeep,Compass,Longitude 2.0 Diesel,Diesel,White,93235,Suv,Nan,01-05-2017,2017,Nan,13.49 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,6.6000000000000005,8
572578,Hyundai,Venue(2020-2022),Sx O 1.5 Crdi Executive,Diesel,Pearl White,52535,Suv,Nan,01-11-2021,2021,Nan,11.8 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.6,4
572583,Mahindra,Xuv500,W6,Diesel,Arizona Grey,120989,Suv,Manual,01-08-2014,2014,Nan,6.25 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,11
572594,Maruti Suzuki,Alto 800,Lxi,Petrol,Silky Silver,39112,Hatchback,Manual,01-12-2016,2016,Nan,3.1 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2,9
572671,Maruti Suzuki,Vitara Brezza,Zdi Amt,Diesel,White,52170,Suv,Nan,01-01-2020,2020,Nan,10.25 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.2,5
572672,Maruti Suzuki,Ciaz,Alpha 1.4 Mt,Petrol,Silver,48500,Sedan,Nan,01-11-2017,2017,Nan,7.4 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,0,8.1,8
572926,Kia,Seltos,Htk 1.5 Diesel,Diesel,Red,16594,Suv,Nan,01-11-2019,2019,Nan,13.5 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.7,6
573002,Maruti Suzuki,Baleno,Alpha 1.2,Petrol,Blue,34587,Hatchback,Nan,01-01-2016,2016,Nan,6.25 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.0,9
573263,Honda,City,Vx Mt Diesel,Diesel,Brown,90330,Sedan,Manual,01-09-2015,2015,Nan,7.3 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,10
573326,Hyundai,I10,Sportz 1.2 At Kappa2,Petrol,Silver,123901,Hatchback,Automatic,01-08-2012,2012,Nan,3.5 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,0,7.5,13
573328,Honda,City,V Mt Diesel,Diesel,Red,87415,Sedan,Manual,01-02-2015,2015,Nan,6.5 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,1,6.6000000000000005,10
573330,Honda,Amaze,1.5 Emt I Dtec,Diesel,Silver,79500,Sedan,Manual,01-06-2013,2013,Nan,4.4 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,0,6.6000000000000005,12
573333,Skoda,Rapid,Elegance 1.6 Mpfi At,Petrol,Red,71669,Sedan,Automatic,01-06-2017,2017,Nan,7.25 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,6.8,8
573335,Maruti Suzuki,Wagon R 1.0,Lxi Cng,Cng,Blue,82000,Hatchback,Manual,01-08-2013,2013,Company Fitted,3.99 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,0,6.8,12
573481,Honda,Brio,S Mt,Petrol,White,78422,Hatchback,Manual,01-12-2014,2014,Nan,3.75 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.0,11
573751,Hyundai,Grand I10 Nios(2019-2023),Sportz 1.2 Kappa Vtvt Cng,Cng,Grey,62075,Hatchback,Nan,01-02-2021,2021,Company Fitted,7 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.6,4
574031,Mahindra,Xuv500,W9,Diesel,White,76547,Suv,Nan,01-10-2019,2019,Nan,15.5 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,7.1,6
574034,Maruti Suzuki,Wagon R,Lxi,Petrol,Blue,74000,Hatchback,Manual,01-12-2009,2009,Nan,2.2 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,0,6.6000000000000005,16
574036,Volkswagen,Vento,Highline 1.6 Petrol,Petrol,Black,63000,Sedan,Nan,01-01-2011,2011,Nan,3.5 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,0,6.6000000000000005,14
574172,Maruti Suzuki,Baleno,Delta 1.3,Diesel,Red,89802,Hatchback,Nan,01-09-2017,2017,Nan,6.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,6.8,8
574187,Maruti Suzuki,Swift,Vxi,Petrol,White,53471,Hatchback,Manual,01-09-2017,2017,Nan,5.25 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,0,7.6,8
574580,Volkswagen,Vento,Highline Petrol At,Petrol,Black,71000,Sedan,Automatic,01-11-2010,2010,Nan,3.4 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,0,6.6000000000000005,15
575333,Maruti Suzuki,Dzire,Vxi Amt,Petrol,Grey,41139,Sedan,Nan,01-05-2019,2019,Nan,7.9 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8,6
575826,Maruti Suzuki,Baleno,Delta,Diesel,Grey,33198,Hatchback,Nan,01-04-2016,2016,Nan,5.5 Lakhs,2Nd Owner,Maharashtra,Jeen Mata Motors,Pune,1,7.7,9
576194,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,Petrol,Grey,22821,Sedan,Nan,01-11-2020,2020,Nan,7.9 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.9,5
576219,Volkswagen,Polo,Highline Plus 1.0 P,Petrol,Brown,32106,Hatchback,Nan,01-10-2019,2019,Nan,7.2 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8,6
576220,Maruti Suzuki,Baleno,Delta,Petrol,Silver,43814,Hatchback,Nan,01-01-2018,2018,Nan,6.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.4,7
576389,Maruti Suzuki,Wagon R 1.0,Vxi,Petrol,White,80876,Hatchback,Manual,01-10-2012,2012,After Market,2.95 Lakhs,2Nd Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,6.6000000000000005,13
576957,Volkswagen,Polo,Comfortline 1.2L Petrol,Petrol,White,62804,Hatchback,Manual,01-06-2013,2013,Nan,4.35 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,0,7.5,12
576958,Maruti Suzuki,Swift Dzire,Zdi At,Diesel,Silver,83000,Sedan,Nan,01-01-2017,2017,Nan,7.49 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,0,6.7,8
577204,Mg,Hector,Sharp 1.5 Dct Petrol,Petrol,White,82679,Suv,Nan,01-09-2019,2019,Nan,14.7 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,7.9,6
577659,Hyundai,Grand I10,1.2 Kappa Sportz,Petrol,Grey,38024,Hatchback,Manual,01-10-2019,2019,Nan,6 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.8,6
577906,Mahindra,Xuv500,W9,Diesel,White,74400,Suv,Nan,01-08-2018,2018,Nan,13.8 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,0,6.8,7
577918,Tata,Tiago,Xt,Petrol,Blue,37042,Hatchback,Nan,01-05-2017,2017,Nan,4.95 Lakhs,1St Owner,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.4,8
578194,Maruti Suzuki,Baleno,Delta (A/T),Petrol,Grey,24125,Hatchback,Nan,01-01-2019,2019,Nan,6.9 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.5,6
578505,Tata,Tiago,Revotron Xz Plus,Petrol,White,45390,Hatchback,Nan,01-08-2021,2021,Nan,6.25 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.9,4
578934,Maruti Suzuki,Ertiga,Vxi,Petrol,White,36617,Mpv,Nan,01-10-2016,2016,Nan,7.8 Lakhs,1St Owner,Maharashtra,Om Motors,Pune,1,8.1,9
579199,Mahindra,Xuv300,W8 Optional Petrol,Petrol,White,41683,Suv,Nan,01-01-2021,2021,Nan,11.25 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7,4
579203,Renault,Kwid,Climber 1.0,Petrol,Blue,31683,Hatchback,Nan,01-11-2018,2018,Nan,4 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7,7
579205,Tata,Tiago,Xm Diesel,Diesel,Blue,81788,Hatchback,Nan,01-08-2016,2016,Nan,4.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,9
579315,Maruti Suzuki,Vitara Brezza,Zdi+,Diesel,Red,99000,Hatchback,Nan,01-11-2019,2019,Nan,9.21 Lakhs,1St Owner,Maharashtra,Shiv Auto Wings,Pune,0,7.7,6
579438,Maruti Suzuki,Vitara Brezza,Vdi,Diesel,Metalic Grey,32976,Hatchback,Nan,01-01-2019,2019,Nan,9.5 Lakhs,1St Owner,Maharashtra,Jeen Mata Motors,Pune,1,8.5,6
580445,Renault,Duster,85 Ps Rxs 4X2 Mt,Diesel,Orange,102000,Suv,Nan,01-06-2017,2017,Nan,7.35 Lakhs,2Nd Owner,Maharashtra,Om Motors,Pune,0,6.6000000000000005,8
580619,Hyundai,Eon,D Lite Plus,Petrol,Dark Grey,49917,Hatchback,Manual,01-09-2014,2014,Nan,2.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.7,11
580823,Hyundai,Elite I20,Sportz 1.2,Petrol,Silver,87944,Hatchback,Manual,01-03-2018,2018,Nan,6.75 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.0,7
580825,Honda,City,1.5 V Mt,Petrol,Black,91000,Sedan,Manual,01-11-2010,2010,Nan,3 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,15
580926,Maruti Suzuki,Ciaz,Vdi Mt Shvs,Diesel,Brown,45000,Sedan,Nan,01-04-2017,2017,Nan,7 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,8
580964,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,Petrol,Grey,15634,Sedan,Nan,01-01-2021,2021,Nan,8.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7,4
580967,Maruti Suzuki,Wagon R 1.0,Lxi Cng,Cng,White,102197,Hatchback,Manual,01-05-2014,2014,Company Fitted,3.5 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,11
580971,Audi,A4,2.0 Tdi 140Bhp Standard,Diesel,White,96000,Sedan,Cvt,01-05-2013,2013,Nan,13 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,12
580982,Maruti Suzuki,Celerio X,Zxi Amt,Petrol,White,58771,Hatchback,Nan,01-12-2017,2017,Nan,5.5 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.3,8
581105,Hyundai,Tucson,2Wd At Gls Diesel,Diesel,White,123901,Suv,Nan,01-02-2017,2017,Nan,18 Lakhs,2Nd Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,8
581110,Hyundai,Tucson,2Wd Mt Diesel,Diesel,Black,90386,Suv,Nan,01-02-2018,2018,Nan,18 Lakhs,1St Owner,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.6000000000000005,7
