Id,Company,Model,Variant,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ManufactureDate,ModelYear,CngKit,Price,Owner,DealerState,DealerName,City,Warranty,QualityScore
585674,Maruti Suzuki,BALENO,ZETA AT 1.2,PETROL,Grey,53246,HATCHBACK,,03-01-2017,2017,,685000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8
585682,Volkswagen,AMEO,COMFORTLINE PETROL,PETROL,Brown,51550,SEDAN,,05-01-2017,2017,,500000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2
551616,Toyota,INNOVA CRYSTA,2.8 GX AT 8 STR,DIESEL,Brown,38072,MPV,,08-01-2016,2016,,1550000,1,Delhi,Car Choice Exclusif,Delhi,1,7.4
552981,Kia,SONET,HTX PLUS 1.5,DIESEL,Cherry red,6270,SUV,,02-01-2021,2021,,1275000,1,Delhi,Car Choice Exclusif,Delhi,1,8
554533,Hyundai,I20,MAGNA VTV BSIV,PETROL,Blue,73301,HATCHBACK,,05-01-2015,2015,,490000,1,Delhi,Auto Elite,Delhi,1,7.8
554830,Toyota,COROLLA ALTIS,1.8 G,PETROL,White,82593,SEDAN,Manual,08-01-2012,2012,,435000,2,Delhi,Auto Elite,Delhi,0,6.9
558239,Toyota,FORTUNER (2012_2016),3.0 4X2 AT,DIESEL,White,130000,SUV,,04-01-2015,2015,,1550000,2,Delhi,Guru Kripa Motors,Delhi,0,7.7
559181,Audi,A4,2.0 TDI 140BHP STANDARD,DIESEL,Brown,55000,SEDAN,Cvt,12-01-2013,2013,,1090000,1,Delhi,Carz Villa,Delhi,0,7.5
559285,Isuzu,V CROSS,D MAX,DIESEL,White,38805,SUV,,09-01-2016,2016,,1250000,1,Delhi,Guru Kripa Motors,Delhi,1,8
559290,Maruti Suzuki,SWIFT(2014_2018),VDI,DIESEL,Grey,29659,HATCHBACK,,09-01-2017,2017,,525000,1,Delhi,Guru Kripa Motors,Delhi,1,8.1
559861,Ford,ECOSPORT,TITANIUM + 1.5L TI-VCT AT,PETROL,Moondust silver,65750,SUV,,02-01-2018,2018,,835000,1,Delhi,Car Choice Exclusif,Delhi,1,7.7
559976,Hyundai,CRETA,1.6 SX PLUS AT PETROL,CNG,Black,48795,SUV,Automatic,01-01-2017,2017,,1075000,1,Delhi,Sai Motors,Delhi,1,7.5
560013,Jeep,COMPASS,SPORT 1.4 PETROL,PETROL,Grey,39136,SUV,,07-01-2018,2018,,1225000,1,Delhi,Sai Motors,Delhi,1,7.6
560270,Maruti Suzuki,S PRESSO,VXI PLUS,PETROL,Red,18794,HATCHBACK,,06-01-2021,2021,,475000,1,Delhi,Guru Kripa Motors,Delhi,1,8.2
561788,Ford,ECOSPORT,TITANIUM 1.5 TI VCT,PETROL,Brown,38752,SUV,Manual,03-01-2016,2016,,675000,1,Delhi,Auto Elite,Delhi,1,7.6
564275,Skoda,OCTAVIA(2015-2017),ELEGANCE 1.8 TSI AT,PETROL,Silver,63758,SEDAN,,06-01-2016,2016,,1375000,2,Delhi,Car Choice Exclusif,Delhi,1,7.4
564304,Honda,WR V,VX MT DIESEL,DIESEL,Silver,55900,SUV,,10-01-2017,2017,,735000,1,Delhi,Car Choice Exclusif,Delhi,1,7.5
564959,Honda,JAZZ,1.2 S I VTEC,PETROL,White,50542,HATCHBACK,,03-01-2017,2017,,595000,1,Delhi,Auto Elite,Delhi,0,7.8
564975,Ford,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Silver,52903,SUV,Manual,05-01-2018,2018,,825000,1,Delhi,Carz Villa,Delhi,1,7.8
565169,Kia,SELTOS,GTX 1.4,PETROL,Star silver,15722,SUV,,11-01-2020,2020,,1585000,1,Delhi,Car Choice Exclusif,Delhi,1,7.9
565293,Hyundai,CRETA,1.6 CRDI AT SX PLUS,DIESEL,Brown,83986,COMPACTSUV,Automatic,03-01-2017,2017,,1000000,1,Delhi,Car Choice Exclusif,Delhi,1,7.7
565757,Mahindra,XUV 500,W10 AWD,DIESEL,White,78669,SUV,,02-01-2018,2018,,1225000,1,Delhi,Carz Villa,Delhi,1,7.7
567602,Honda,CRV,2.4 L 4WD AVN,PETROL,Urban titanium,83688,SUV,Automatic,10-01-2014,2014,,1090000,1,Delhi,Sai Motors,Delhi,1,7.2
567793,Maruti Suzuki,SWIFT DZIRE,LXI O,PETROL,Grey,45416,SEDAN,,07-01-2015,2015,,450000,1,Delhi,Guru Kripa Motors,Delhi,1,7.5
567994,Audi,A3,35 TDI TECHNOLOGY,DIESEL,White,40000,SEDAN,Automatic,09-01-2015,2015,,1275000,2,Delhi,Guru Kripa Motors,Delhi,0,7.3
568049,Audi,Q3(2012-2015),35 TDI PREMIUM PLUS + SUNROOF,DIESEL,Grey,83000,SUV,,10-01-2014,2014,,1475000,1,Delhi,Carz Villa,Delhi,0,7.3
568052,Toyota,COROLLA ALTIS(2014-2017),1.8 G AT,PETROL,Grey,64526,SEDAN,,11-01-2014,2014,,850000,1,Delhi,Carz Villa,Delhi,1,7.1
568071,Mahindra,XUV500(2015_2017),W9 1.99,DIESEL,White,65000,SUV,,10-01-2017,2017,,1085000,1,Delhi,Car Choice Exclusif,Delhi,0,7.8
568427,Honda,WR V,VX MT PETROL,PETROL,Silver,58519,SUV,,04-01-2018,2018,,870000,1,Delhi,Guru Kripa Motors,Delhi,1,7.6
568794,Hyundai,NEW ELANTRA,1.8 SX AT,PETROL,White,98000,SEDAN,Automatic,02-01-2014,2014,,675000,2,Delhi,Auto Elite,Delhi,0,6.9
569094,Volvo,V40,D3 R-DESIGN,DIESEL,White,76000,SEDAN,,09-01-2016,2016,,1250000,2,Delhi,Guru Kripa Motors,Delhi,0,7.3
569705,Skoda,SUPERB, ELEGANCE 1.8 TSI AT,PETROL,Metallic black,49451,Sedan,,11-01-2014,2014,,1150000,1,Delhi,Sai Motors,Delhi,1,7.4
570422,Renault,KWID,RXL,PETROL,White,14316,HATCHBACK,,06-01-2019,2019,,380000,1,Delhi,Guru Kripa Motors,Delhi,1,9
570756,Mahindra,XUV300,W8 DIESEL,DIESEL,Silver,33109,SUV,,03-01-2021,2021,,1235000,1,Delhi,Car Choice Exclusif,Delhi,1,8.8
571276,Toyota,COROLLA ALTIS(2017-2020),1.8 G,PETROL,White,33829,SEDAN,,09-01-2019,2019,,1375000,1,Delhi,Car Choice Exclusif,Delhi,1,8.6
572257,Maruti Suzuki,VITARA BREZZA,VDI O,DIESEL,Red,58109,SUV,,06-01-2017,2017,,725000,1,Delhi,Car Choice Exclusif,Delhi,1,8.4
572270,Honda,AMAZE,1.2 VX O I-VTEC,PETROL,Silver,54272,SEDAN,,10-01-2016,2016,,530000,1,Delhi,Car Choice Exclusif,Delhi,1,8.3
572693,Honda,CITY,1.5 S MT,PETROL,White,52000,SEDAN,Manual,05-01-2012,2012,,390000,1,Delhi,Auto Elite,Delhi,0,6.4
572813,Maruti Suzuki,CELERIO,VXI,PETROL,Silver,25491,HATCHBACK,,01-01-2022,2022,,595000,1,Delhi,Car Choice Exclusif,Delhi,1,9.2
572989,Maruti Suzuki,SWIFT DZIRE,VXI,PETROL,White,45408,SEDAN,Manual,10-01-2016,2016,,545000,1,Delhi,Car Choice Exclusif,Delhi,1,8.4
573135,Toyota,GLANZA(2020-2022),V,PETROL,White,11024,HATCHBACK,,09-01-2022,2022,,975000,1,Delhi,Car Choice Exclusif,Delhi,1,9
573186,Maruti Suzuki,SWIFT,VXI AMT,PETROL,Red,15754,HATCHBACK,,04-01-2021,2021,,750000,1,Delhi,Car Choice Exclusif,Delhi,1,9.1
573224,Renault,KWID,RXL,PETROL,White,45056,HATCHBACK,,12-01-2017,2017,,245000,1,Delhi,Harbans Motor Pvt ltd,Delhi,1,8.5
574426,Mahindra,XUV 500,W10 AT FWD,DIESEL,Pearl white,46377,SUV,,02-01-2017,2017,,1050000,1,Delhi,Guru Kripa Motors,Delhi,1,7.9
574505,Volkswagen,VENTO,HIGHLINE 1.2 PETROL AT,PETROL,Black,79958,SEDAN,,04-01-2016,2016,,680000,1,Delhi,Auto Elite,Delhi,1,7.5
574510,Hyundai,I20,SPORTZ 1.2 BS IV,PETROL,Silver,90000,HATCHBACK,Manual,01-01-2012,2012,,275000,2,Delhi,Auto Elite,Delhi,0,7
574539,Maruti Suzuki,BALENO,ALPHA,PETROL,Pearl white,5302,HATCHBACK,,03-01-2022,2022,,975000,1,Delhi,Car Choice Exclusif,Delhi,1,9.4
574775,Mitsubishi,PAJERO SPORT,2.5 MT,DIESEL,Black,76000,SUV,Manual,11-01-2013,2013,,850000,1,Delhi,Guru Kripa Motors,Delhi,0,7.1
576203,Maruti Suzuki,DZIRE,ZXI PLUS AMT,PETROL,Grey,55911,SEDAN,,07-01-2018,2018,,750000,1,Delhi,Car Choice Exclusif,Delhi,1,8.3
576509,Maruti Suzuki,WAGON R,LXI 1.0 (O) CNG BS-VI,CNG,Silver,25582,HATCHBACK,,06-01-2021,2021,,625000,1,Delhi,Carz Villa,Delhi,1,9.1
576510,Mahindra,XUV500(2015_2017),W10,DIESEL,Blue,56822,SUV,,08-01-2015,2015,,850000,1,Delhi,Carz Villa,Delhi,1,7.5
576665,Honda,JAZZ,1.2 V CVT I VTEC BSIV,PETROL,Silver,56444,HATCHBACK,,10-01-2016,2016,,575000,2,Delhi,Sai Motors,Delhi,1,7.7
576995,Honda,JAZZ,S,PETROL,Urban titanium,47322,HATCHBACK,Manual,10-01-2015,2015,,485000,1,Delhi,Car Choice Exclusif,Delhi,1,8.1
577189,Toyota,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Grey,68456,MPV,,08-01-2016,2016,,1475000,1,Delhi,Carz Villa,Delhi,1,7.8
577416,Renault,KIGER(2021-2022),RXT O MT,PETROL,White,1801,SUV,,05-01-2022,2022,,835000,1,Delhi,Car Choice Exclusif,Delhi,1,9.4
577425,Hyundai,CRETA,1.6 VTVT SX PLUS,PETROL,Red,25643,COMPACTSUV,,09-01-2018,2018,,1325000,1,Delhi,Car Choice Exclusif,Delhi,1,8.3
577513,Skoda,KUSHAQ,STYLE 1.0L TSI AT,PETROL,Grey,10181,SUV,,10-01-2021,2021,,1675000,1,Delhi,Guru Kripa Motors,Delhi,1,9.1
577522,Toyota,COROLLA ALTIS(2014-2017),1.8 G AT,PETROL,Grey,75000,SEDAN,,04-01-2015,2015,,890000,1,Delhi,Auto Elite,Delhi,0,7.1
577525,Honda,CITY(2011-2014),1.5 V MT,PETROL,Red,68000,SEDAN,,08-01-2012,2012,,450000,1,Delhi,Auto Elite,Delhi,0,6.5
578157,Hyundai,I20,SPORTZ 1.2 BS IV,PETROL,Silver,30166,HATCHBACK,Manual,04-01-2017,2017,,625000,1,Delhi,Car Choice Exclusif,Delhi,1,8.5
578345,Ford,ECOSPORT,1.5 SIGNATURE AT TIVCT,PETROL,Silver,64004,SUV,,02-01-2015,2015,,595000,1,Delhi,Sai Motors,Delhi,1,7.6
578393,Mahindra,XUV 500,W10,DIESEL,Other,62091,SUV,,02-01-2017,2017,,1050000,1,Delhi,Carz Villa,Delhi,1,7.8
578395,Hyundai,CRETA,1.4 CRDI S PLUS,DIESEL,Other,57380,COMPACTSUV,,09-01-2015,2015,,825000,1,Delhi,Carz Villa,Delhi,1,7.5
578414,Hyundai,VERNA(2017-2020),1.6 VTVT SX,PETROL,Black,48751,SEDAN,,05-01-2018,2018,,870000,2,Delhi,Sai Motors,Delhi,1,8.1
578486,Toyota,COROLLA ALTIS(2014-2017),1.8 VL AT,PETROL,White,110000,SEDAN,,06-01-2014,2014,,850000,1,Delhi,Auto Elite,Delhi,0,7
578488,Skoda,OCTAVIA,1.8 TSI AMBITION PLUS AT,PETROL,White,56869,SEDAN,,02-01-2017,2017,,1250000,1,Delhi,Auto Elite,Delhi,1,8
578514,Hyundai,ELANTRA,VTVT S 1.8 BS IV,PETROL,Black,64000,SEDAN,,05-01-2013,2013,,625000,1,Delhi,Car Choice Exclusif,Delhi,0,7
578587,Honda,AMAZE,1.2 SMT I VTEC,PETROL,Red,50898,SEDAN,Manual,05-01-2019,2019,,595000,1,Delhi,Car Choice Exclusif,Delhi,1,8.5
579560,Skoda,OCTAVIA,ELEGANCE 1.8 TSI AT,PETROL,Silver,49832,SEDAN,Automatic,11-01-2014,2014,,1050000,1,Delhi,Sai Motors,Delhi,1,7.3
580129,Toyota,INNOVA,2.5 GX 8 STR BS IV,DIESEL,Silver,71063,SUV,Manual,01-01-2014,2014,,875000,1,Delhi,Carz Villa,Delhi,1,7.4
580287,Mg,ASTOR,SAVVY TURBO AT,PETROL,White,9493,SUV,,11-01-2021,2021,,1625000,2,Delhi,Car Choice Exclusif,Delhi,1,8.3
580562,Tata,NEXON,XMA PETROL,PETROL,White,45555,HATCHBACK,,01-01-2019,2019,,750000,1,Delhi,Sai Motors,Delhi,1,8.5
580577,Jeep,COMPASS,LIMITED 2.0 DIESEL,DIESEL,Silver,39936,SUV,,10-01-2017,2017,,1190000,1,Delhi,Sai Motors,Delhi,1,8
580944,Honda,CRV,2.4 AT,PETROL,Silver,75000,SUV,Automatic,05-01-2014,2014,,950000,3,Delhi,Sai Motors,Delhi,0,6.5
581124,Maruti Suzuki,SWIFT,VXI AMT,PETROL,White,32596,HATCHBACK,,08-01-2022,2022,,750000,1,Delhi,Car Choice Exclusif,Delhi,1,8.9
581127,Maruti Suzuki,BALENO,ALPHA 1.2,PETROL,Grey,17243,HATCHBACK,,08-01-2018,2018,,725000,1,Delhi,Car Choice Exclusif,Delhi,1,8.4
581241,Honda,JAZZ,1.2 V CVT I VTEC BSIV,PETROL,Brown,41000,HATCHBACK,,03-01-2017,2017,,595000,2,Delhi,Sai Motors,Delhi,0,7.6
581525,Honda,CITY 5TH GEN,V PETROL BS-VI,PETROL,Silver,37838,SEDAN,,02-01-2021,2021,,1050000,1,Delhi,Auto Elite,Delhi,1,8.1
581674,Renault,TRIBER,RXT,PETROL,Silver,10064,MPV,,02-01-2020,2020,,660000,1,Delhi,Guru Kripa Motors,Delhi,1,8.7
581686,Maruti Suzuki,BALENO,DELTA,PETROL,Red,33962,HATCHBACK,,06-01-2017,2017,,535000,1,Delhi,Max Motors,Delhi,1,8.3
581689,Mahindra,XUV500(2017_2018),W6 AT 1.99,DIESEL,White,62915,SUV,,04-01-2017,2017,,990000,1,Delhi,Max Motors,Delhi,1,7.6
581692,Bmw,X1,SDRIVE 20D,DIESEL,Orange,44300,SUV,Automatic,12-01-2014,2014,,1090000,1,Delhi,Max Motors,Delhi,0,7
581693,Audi,A3,35 TDI TECHNOLOGY + SUNROOF,DIESEL,White,47549,SEDAN,,12-01-2014,2014,,1250000,1,Delhi,Max Motors,Delhi,0,6.9
581705,Hyundai,CRETA,1.6 VTVT S,PETROL,White,36823,COMPACTSUV,,02-01-2016,2016,,810000,1,Delhi,Max Motors,Delhi,1,7.6
581706,Kia,SELTOS(2020-2022),HTK 1.5,PETROL,White,24518,SUV,,08-01-2020,2020,,1125000,1,Delhi,Max Motors,Delhi,1,8.6
581712,Skoda,OCTAVIA(2015-2017),ELEGANCE 1.8 TSI AT,PETROL,Silver,72344,SEDAN,,03-01-2016,2016,,1075000,1,Delhi,Max Motors,Delhi,1,7.3
581722,Toyota,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Grey,85420,MPV,,05-01-2018,2018,,1600000,1,Delhi,Max Motors,Delhi,1,7.4
581725,Mercedes Benz,C CLASS,200 CGI AVANTGARDE,PETROL,Silver,82000,SEDAN,Automatic,01-01-2011,2011,,675000,2,Delhi,Max Motors,Delhi,0,5.8
581928,Honda,CITY(2011-2014),1.5 S AT,PETROL,Golden beige,84000,SEDAN,,08-01-2012,2012,After Market,425000,2,Delhi,Max Motors,Delhi,0,6.5
582036,Hyundai,GRAND I10,ASTA AT 1.2 KAPPA VTVT,PETROL,Stain grey,65000,HATCHBACK,Automatic,12-01-2015,2015,,475000,1,Delhi,Sai Motors,Delhi,0,8
582060,Maruti Suzuki,DZIRE,VXI AMT,PETROL,Silver,14905,SEDAN,,12-01-2018,2018,,675000,1,Delhi,Sai Motors,Delhi,1,8.4
582064,Hyundai,CRETA,1.6E PLUS,PETROL,Blue,68400,SUV,,08-01-2017,2017,,790000,1,Delhi,Sai Motors,Delhi,1,7.8
582230,Jeep,COMPASS,LIMITED 2.0 DIESEL 4X4,DIESEL,Silver,38751,SUV,,08-01-2018,2018,,1450000,1,Delhi,Car Choice Exclusif,Delhi,1,7.9
582245,Honda,CITY,1.5 VX CVT,PETROL,White,54219,SEDAN,,03-01-2016,2016,,795000,2,Delhi,Sai Motors,Delhi,1,7.4
582252,Mercedes Benz,C CLASS,200 K ELEGANCE AT,PETROL,White,34000,SEDAN,Automatic,03-01-2010,2010,,875000,1,Delhi,Sai Motors,Delhi,0,5.9
582281,Audi,A6(2011-2015),2.0 TDI,DIESEL,Grey,77000,SEDAN,,02-01-2013,2013,,825000,1,Delhi,Max Motors,Delhi,0,6.2
582302,Toyota,COROLLA ALTIS,1.8 VL AT,PETROL,Silver,80000,SEDAN,Automatic,03-01-2012,2012,,450000,2,Delhi,Auto Elite,Delhi,0,5.8
582363,Skoda,SUPERB, ELEGANCE 1.8 TSI AT,PETROL,Grey,67615,Sedan,,08-01-2013,2013,,675000,2,Delhi,Auto Elite,Delhi,1,6.5
582383,Maruti Suzuki,BALENO,DELTA 1.2 BS-VI,PETROL,White,22376,HATCHBACK,,04-01-2021,2021,,690000,1,Delhi,Max Motors,Delhi,0,8.8
582553,Maruti Suzuki,XL6,ALPHA AT PETROL,PETROL,Silver,17814,MPV,,10-01-2020,2020,,1295000,2,Delhi,Guru Kripa Motors,Delhi,1,8.2
582785,Maruti Suzuki,CIAZ,SIGMA 1.3 HYBRID,PETROL,Silver,73812,SEDAN,,07-01-2018,2018,,690000,1,Delhi,Max Motors,Delhi,1,7.8
582996,Ford,ECOSPORT,TITANIUM 1.5L TDCI,DIESEL,White,60790,SUV,,11-01-2018,2018,,780000,1,Delhi,Carz Villa,Delhi,1,8
583186,Tata,HEXA,XE 4X2 7 STR,DIESEL,White,14713,SUV,,11-01-2018,2018,,1125000,1,Delhi,Car Choice Exclusif,Delhi,1,8
583283,Hyundai,CRETA,1.6 VTVT SX PLUS,PETROL,White,50264,COMPACTSUV,,07-01-2017,2017,,1000000,1,Delhi,Car Choice Exclusif,Delhi,1,7.6
583291,Honda,CITY,S MT DIESEL,DIESEL,Cherry,60752,SEDAN,,01-01-2014,2014,,375000,1,Delhi,Max Motors,Delhi,0,7
583423,Honda,WR V,VX MT PETROL,PETROL,White,48262,SUV,,05-01-2017,2017,,675000,1,Delhi,Max Motors,Delhi,1,7.8
583442,Honda,CITY,VX CVT PETROL,PETROL,White,22101,SEDAN,Automatic,07-01-2016,2016,,775000,1,Delhi,Carz Villa,Delhi,1,7.5
583445,Mahindra,XUV 500,W10,DIESEL,White,54131,SUV,,01-01-2016,2016,,980000,1,Delhi,Carz Villa,Delhi,1,7.3
583463,Audi,A6,35 TDI TECHNOLOGY,DIESEL,Black,49000,SEDAN,,07-01-2015,2015,,1475000,1,Delhi,Carz Villa,Delhi,0,7.2
583464,Audi,A6,2.0 TDI PREMIUM PLUS,DIESEL,White,22000,SEDAN,Automatic,02-01-2014,2014,,1450000,1,Delhi,Carz Villa,Delhi,0,6.9
583715,Hyundai,VERNA,1.6 VTVT SX,PETROL,Black,55176,SEDAN,,02-01-2019,2019,,925000,1,Delhi,Car Choice Exclusif,Delhi,1,8.3
584982,Mahindra,KUV100,K6 6 SEATER PETROL,PETROL,Orange,13812,HATCHBACK,,03-01-2017,2017,,450000,1,Delhi,Auto Elite,Delhi,1,8.3
585063,Honda,ACCORD,2.4 AT,PETROL,Urban titanium,82000,SEDAN,Automatic,02-01-2011,2011,,475000,2,Delhi,Max Motors,Delhi,0,5.8
585067,Maruti Suzuki,DZIRE,VXI CNG,CNG,Metallic grey,25590,SEDAN,,03-01-2022,2022,,875000,1,Delhi,Max Motors,Delhi,1,8.8
585094,Honda,CITY,1.5 VX CVT,PETROL,White,31341,SEDAN,,03-01-2019,2019,,1025000,1,Delhi,Car Choice Exclusif,Delhi,1,7.9
585105,Toyota,COROLLA ALTIS,1.8 VL,PETROL,White,40565,SEDAN,Manual,12-01-2018,2018,,1475000,1,Delhi,Car Choice Exclusif,Delhi,1,8
585140,Volkswagen,VIRTUS,TOPLINE 1.0 TSI MT,PETROL,White,10675,SEDAN,,09-01-2022,2022,,1475000,1,Delhi,Guru Kripa Motors,Delhi,1,9
585157,Honda,WR V,VX MT PETROL,PETROL,Modern grey,13061,SUV,,09-01-2019,2019,,875000,1,Delhi,Guru Kripa Motors,Delhi,1,8.4
585294,Hyundai,CRETA,1.6 VTVT SX PLUS,PETROL,Black,60914,COMPACTSUV,,12-01-2015,2015,,850000,1,Delhi,Auto Elite,Delhi,1,7.3
585786,Renault,DUSTER,RXE PETROL,PETROL,Orange,39692,SUV,,12-01-2017,2017,,585000,1,Delhi,Car Choice Exclusif,Delhi,1,7.9
585888,Maruti Suzuki,SWIFT,LXI,PETROL,White,52634,HATCHBACK,Manual,06-01-2020,2020,,575000,1,Delhi,Sai Motors,Delhi,1,8.4
586022,Honda,CITY(2017-2020),V PETROL,PETROL,Silver,72242,SEDAN,,01-01-2018,2018,,800000,1,Delhi,Max Motors,Delhi,1,7.5
586023,Mg,HECTOR PLUS(2021-2023),SHARP 1.5 DCT PETROL,PETROL,White,20661,SUV,,07-01-2021,2021,,1600000,2,Delhi,Max Motors,Delhi,1,8.4
586024,Maruti Suzuki,ALTO 800,LXI,PETROL,Grey,48662,HATCHBACK,Manual,05-01-2014,2014,,210000,1,Delhi,Max Motors,Delhi,1,7.8
586063,Hyundai,SANTRO,SPORTZ AMT,PETROL,Stain grey,28574,HATCHBACK,,03-01-2019,2019,,440000,2,Delhi,Max Motors,Delhi,1,8.3
586092,Toyota,FORTUNER (2012_2016),3.0 4X2 AT,DIESEL,White,62923,SUV,,05-01-2014,2014,,1475000,1,Delhi,Carz Villa,Delhi,1,6.9
586114,Datsun,GO,T,PETROL,Blue,23135,HATCHBACK,,10-01-2014,2014,,250000,1,Delhi,Guru Kripa Motors,Delhi,1,7.8
586129,Maruti Suzuki,DZIRE(2017-2020),ZXI,PETROL,White,36719,SEDAN,,05-01-2018,2018,,630000,1,Delhi,Guru Kripa Motors,Delhi,1,8.3
586134,Hyundai,I20,SPORTZ 1.2 IVT,PETROL,Dark blue,5588,HATCHBACK,,03-01-2023,2023,,890000,1,Delhi,Guru Kripa Motors,Delhi,1,9.1
586181,Honda,BRIO,S MT,PETROL,Blue,41000,HATCHBACK,Manual,03-01-2013,2013,,350000,1,Delhi,Auto Elite,Delhi,0,7.6
586182,Toyota,COROLLA ALTIS,1.8 G,PETROL,Gold,67280,SEDAN,Manual,09-01-2015,2015,,850000,1,Delhi,Auto Elite,Delhi,1,7.2
586433,Mahindra,SCORPIO,S6 PLUS,DIESEL,White,72605,SUV,,07-01-2017,2017,,990000,1,Delhi,Carz Villa,Delhi,1,7.7
586531,Tata,NEXON,XM S,PETROL,Green,14602,HATCHBACK,,12-01-2021,2021,,925000,1,Delhi,Max Motors,Delhi,1,8.8
586541,Maruti Suzuki,SWIFT,LXI,PETROL,Metalic grey,26190,HATCHBACK,Manual,12-01-2018,2018,,525000,1,Delhi,Max Motors,Delhi,1,8.4
586561,Maruti Suzuki,SWIFT,LXI,PETROL,Pearl white,43722,HATCHBACK,Manual,03-01-2021,2021,,590000,1,Delhi,Max Motors,Delhi,1,8.8
586876,Maruti Suzuki,VITARA BREZZA,ZXI PLUS AT SHVS,PETROL,Grey,10252,SUV,,12-01-2020,2020,,1025000,1,Delhi,Car Choice Exclusif,Delhi,1,8.6
586881,Hyundai,I20,SPORTZ 1.2 O,PETROL,Blue,45704,HATCHBACK,Manual,10-01-2016,2016,,550000,1,Delhi,Car Choice Exclusif,Delhi,1,8.1
586884,Hyundai,I20,MAGNA VTV BSIV,PETROL,White,52453,HATCHBACK,,12-01-2017,2017,,550000,2,Delhi,Car Choice Exclusif,Delhi,1,7.9
586893,Maruti Suzuki,BALENO,ALPHA 1.2 AT,PETROL,Red,44294,HATCHBACK,,10-01-2017,2017,,695000,1,Delhi,Car Choice Exclusif,Delhi,1,7.9
586908,Toyota,GLANZA,V,PETROL,Silver,39204,HATCHBACK,,11-01-2019,2019,,775000,1,Delhi,Car Choice Exclusif,Delhi,1,8.5
586925,Mahindra,KUV100(2016_2017),K6PLUS D 6 STR,DIESEL,C silver,38759,SUV ,,04-01-2016,2016,,450000,1,Delhi,Auto Elite,Delhi,1,8
586929,Ford,ECOSPORT,TITANIUM 1.5 TI VCT,PETROL,Grey,48143,SUV,Manual,11-01-2016,2016,,675000,1,Delhi,Auto Elite,Delhi,1,7.8
587134,Mercedes Benz,C CLASS,C 200 CGI ELEGANCE,PETROL,Beige,64000,SEDAN,Manual,03-01-2011,2011,,875000,1,Delhi,Sai Motors,Delhi,0,6.2
587140,Hyundai,ELITE I20,ASTA 1.2 AT,PETROL,White,28215,HATCHBACK,,11-01-2018,2018,,750000,1,Delhi,Car Choice Exclusif,Delhi,1,8.1
587170,Hyundai,ELITE I20,ASTA 1.2,PETROL,Silver,39000,HATCHBACK,Automatic,08-01-2015,2015,,525000,1,Delhi,Guru Kripa Motors,Delhi,0,7.7
587196,Renault,KWID,1.0 RXT O,PETROL,Red,21534,HATCHBACK,,04-01-2019,2019,,395000,1,Delhi,Guru Kripa Motors,Delhi,1,8.6
587263,Jeep,COMPASS,LIMITED 1.4 PETROL AT,PETROL,Black,54871,SUV,,05-01-2018,2018,,1475000,1,Delhi,Sai Motors,Delhi,1,7.9
587311,Skoda,RAPID(2011-2014),1.6 MPI ACTIVE,PETROL,White,45028,SEDAN,,01-01-2012,2012,,350000,1,Delhi,Auto Elite,Delhi,0,7.1
587317,Honda,AMAZE,1.2 SMT I VTEC,PETROL,Silver,47176,SEDAN,Manual,10-01-2013,2013,,360000,1,Delhi,Auto Elite,Delhi,1,7.3
587320,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,PETROL,Silver,49384,SUV,,01-01-2020,2020,,950000,1,Delhi,Auto Elite,Delhi,1,8.3
587391,Honda,CITY,SV MT PETROL,PETROL,Red,19775,SEDAN,Manual,11-01-2014,2014,,625000,1,Delhi,Auto Elite,Delhi,1,7.2
587483,Hyundai,CRETA,1.6 VTVT SX PLUS,PETROL,White,67703,COMPACTSUV,,03-01-2016,2016,,850000,1,Delhi,Auto Elite,Delhi,1,7.4
587512,Hyundai,GRAND I10,ASTA 1.2 KAPPA VTVT,PETROL,Red,32410,HATCHBACK,,02-01-2019,2019,,540000,1,Delhi,Max Motors,Delhi,1,8.3
587529,Honda,CITY,1.5 S MT,PETROL,Silver,84840,SEDAN,Manual,04-01-2013,2013,,425000,1,Delhi,Max Motors,Delhi,0,6.8
587943,Hyundai,VERNA,1.6 VTVT SX O AT,PETROL,White,41845,SEDAN,,11-01-2018,2018,,975000,1,Delhi,Car Choice Exclusif,Delhi,1,8
587983,Honda,CITY(2017-2020),VX CVT PETROL,PETROL,Grey,36218,SEDAN,,05-01-2019,2019,,1075000,1,Delhi,Car Choice Exclusif,Delhi,1,8.1
588390,Maruti Suzuki,CIAZ,ZXI MT,PETROL,Brown,57305,SEDAN,,03-01-2015,2015,,590000,1,Delhi,Auto Elite,Delhi,1,7.3
588597,Hyundai,VERNA,SX 1.5 VTVT,PETROL,Black,16669,SEDAN,,04-01-2023,2023,,1395000,1,Delhi,Car Choice Exclusif,Delhi,1,9.1
588690,Mahindra,KUV100,K4 PLUS 5 SEATER PETROL,PETROL,Blue,32576,HATCHBACK,,01-01-2016,2016,,390000,1,Delhi,Auto Elite,Delhi,1,8
