Id,Company,Model,Variant,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ManufactureDate,ModelYear,CngKit,Price,Owner,DealerState,DealerName,City,Warranty,QualityScore
588630,Hyundai,ELITE I20,ASTA O 1.2,PETROL,Red,48899,HATCHBACK,,04-01-2018,2018,,830000,2,Karnataka,Cardiction,Bangalore,1,8.1
588636,Maruti Suzuki,CELERIO,VXI AMT,PETROL,Grey,47538,HATCHBACK,,04-01-2017,2017,,545000,1,Karnataka,Cardiction,Bangalore,0,8.3
588685,Ford,FIGO,BASE 1.2 TI-VCT,PETROL,Black,43563,HATCHBACK,,11-01-2015,2015,,455000,1,Karnataka,Top Gear Cars,Bangalore,1,8
588686,Datsun,GO,T O,PETROL,Grey,37773,HATCHBACK,,01-01-2017,2017,,345000,1,Karnataka,Top Gear Cars,Bangalore,1,8.4
588697,Maruti Suzuki,BALENO,ZETA,PETROL,Metalic grey,45216,HATCHBACK,,09-01-2019,2019,,750000,1,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.5
588753,Tata,TIAGO,XZ 1.2 RTN BS4,PETROL,Red,11951,HATCHBACK,,10-01-2017,2017,,585000,1,Karnataka,Top Gear Cars,Bangalore,1,8.3
588758,Hyundai,I20,ASTA 1.4 CRDI,DIESEL,Blue,68017,HATCHBACK,Manual,11-01-2017,2017,,795000,1,Karnataka,Top Gear Cars,Bangalore,0,8.1
588760,Tata,TIAGO,REVOTRON XZA,PETROL,Red,48928,HATCHBACK,,08-01-2018,2018,,595000,1,Karnataka,Top Gear Cars,Bangalore,0,8.4
588860,Maruti Suzuki,RITZ,GENUS VDI,DIESEL,Blue,94675,HATCHBACK,Manual,10-01-2010,2010,,345000,2,Karnataka,Zippy Automart,Bangalore,0,6.9
588872,Hyundai,I20(2012-2014),ASTA 1.2,PETROL,Silver,61207,HATCHBACK,,09-01-2014,2014,,495000,1,Karnataka,PROPEL MOTORS,Bangalore,1,7.6
588874,Ford,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Orange,52126,SUV,Manual,03-01-2017,2017,,765000,2,Karnataka,PROPEL MOTORS,Bangalore,1,7.5
588884,Renault,KWID(2015_2019),1.0 RXT AMT O,PETROL,Red,25351,HATCHBACK,,11-01-2016,2016,,435000,1,Karnataka,Renew 4 u Automobiles PVT Ltd ,Bangalore,1,8.1
588980,Maruti Suzuki,CELERIO,ZXI MT,PETROL,G. red,93544,HATCHBACK,MANUAL,06-01-2018,2018,,470000,1,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8
555463,Honda,CITY,SV MT PETROL,PETROL,Brown,48302,SEDAN,Manual,01-01-2017,2017,,700000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.6
557826,Skoda,RAPID,1.5 TDI CR AMBITION,DIESEL,Silver,124654,SEDAN,,10-01-2016,2016,,535000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,8.3
557953,Maruti Suzuki,CELERIO,ZXI MT,PETROL,Grey,25823,HATCHBACK,MANUAL,11-01-2014,2014,,425000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8
558918,Maruti Suzuki,WAGON R 1.0,VXI + AMT,PETROL,Silver,32079,HATCHBACK,,03-01-2018,2018,,550000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,7.9
559928,Maruti Suzuki,CELERIO,ZXI MT,PETROL,White,35379,HATCHBACK,MANUAL,04-01-2018,2018,,525000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.2
561335,Maruti Suzuki,SWIFT DZIRE,ZDI,DIESEL,Grey,90535,SEDAN,Manual,12-01-2014,2014,,600000,1,Maharashtra,Jeen Mata Motors,Pune,0,7.6
563723,Hyundai,VENUE,SX O 1.0 TURBO IMT,PETROL,White,45340,SUV,,06-01-2021,2021,,950000,1,Maharashtra,Jeen Mata Motors,Pune,1,8
564282,Hyundai,AURA,S 1.2 CNG PETROL,CNG,White,34866,SEDAN,,01-01-2020,2020,,855000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.2
564386,Hyundai,ELANTRA,L MT,DIESEL,White,69165,SEDAN,M,03-01-2014,2014,,650000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.4
565353,Mahindra,XUV300,1.5 W8 (O) AMT BS-VI,DIESEL,Red,34937,SUV,,05-01-2020,2020,,1251000,1,Maharashtra,Shiv Auto Wings,Pune,1,7.9
566188,Maruti Suzuki,VITARA BREZZA,ZDI,DIESEL,Red,57868,HATCHBACK,,10-01-2018,2018,,921000,1,Maharashtra,Shiv Auto Wings,Pune,1,7.8
566190,Honda,JAZZ,1.2 ZX MT (I-VTEC),PETROL,White,10000,HATCHBACK,,09-01-2021,2021,,991000,1,Maharashtra,Shiv Auto Wings,Pune,0,7.9
566194,Mahindra,SCORPIO,S8,DIESEL,Blue,110000,SUV,,10-01-2014,2014,,861000,2,Maharashtra,Shiv Auto Wings,Pune,0,7.4
566196,Maruti Suzuki,SWIFT,ZXI,PETROL,Purple,65000,HATCHBACK,Manual,10-01-2016,2016,,581000,1,Maharashtra,Shiv Auto Wings,Pune,0,7.9
566206,Volkswagen,VENTO,DIESEL STYLE,DIESEL,Grey,80000,SEDAN,,10-01-2014,2014,,471000,2,Maharashtra,Shiv Auto Wings,Pune,0,7.6
567592,Honda,CITY ZX,VTEC,PETROL,Brown,50000,SEDAN,Manual,08-01-2008,2008,,255000,3,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.8
567708,Hyundai,VERNA,FLUIDIC 1.6 SX VTVT,PETROL,White,32115,SEDAN,Manual,04-01-2017,2017,,750000,2,Maharashtra,Jeen Mata Motors,Pune,1,7.7
567838,Maruti Suzuki,SWIFT DZIRE,ZDI AT,DIESEL,Golden,79650,SEDAN,,02-01-2018,2018,,775000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8
568272,Toyota,ETIOS,V,PETROL,Silver,120000,SEDAN,Manual,10-01-2012,2012,,360000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,7.4
568450,Maruti Suzuki,S CROSS,1.3 ZETA,DIESEL,White,21435,SUV,,05-01-2017,2017,,825000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.6
568557,Hyundai,ELITE I20(2018-2019),ASTA 1.4 O CRDI,DIESEL,Red,73536,HATCHBACK,,11-01-2019,2019,,800000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.9
568824,Ford,ECOSPORT,TREND + 1.5L TI-VCT AT,PETROL,Silver,60848,SUV,,01-01-2019,2019,,775000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.8
569028,Volkswagen,TAIGUN,TOPLINE 1.0 TSI AT,PETROL,Grey,24137,SUV,,10-01-2021,2021,,1700000,1,Maharashtra,Jeen Mata Motors,Pune,1,8
569698,Maruti Suzuki,WAGON R 1.0,LXI,PETROL,White,50000,HATCHBACK,Manual,03-01-2016,2016,,385000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.1
569717,Volkswagen,VENTO,HIGHLINE 1.6 PETROL,PETROL,Silver,36531,SEDAN,,01-01-2016,2016,,620000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.7
569897,Honda,BRIO,EX MT,PETROL,Urban titanium,79640,HATCHBACK,Manual,07-01-2013,2013,,315000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,7
570175,Hyundai,I20,MAGNA O 1.2,PETROL,White,80998,HATCHBACK,Manual,09-01-2013,2013,,450000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.4
570267,Volkswagen,POLO,COMFORTLINE 1.2L PETROL,PETROL,Red,57377,HATCHBACK,Manual,01-01-2016,2016,,600000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2
571294,Tata,TIAGO,XZ PLUS CNG,CNG,Grey,25620,HATCHBACK,,01-01-2022,2022,,780000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.9
571917,Honda,AMAZE,1.2 SAT I VTEC,PETROL,Brown,33887,SEDAN,Automatic,06-01-2018,2018,,740000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.4
572094,Maruti Suzuki,SWIFT DZIRE,VXI,PETROL,White,42291,SEDAN,Manual,01-01-2016,2016,,575000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.1
572256,Maruti Suzuki,CELERIO(2017-2019),ZXI,PETROL,Pearl white,26905,HATCHBACK,,12-01-2018,2018,,530000,2,Maharashtra,OM Motors,Pune,1,8.5
572302,Honda,WR V,S MT PETROL,PETROL,Red,15085,SUV,,02-01-2019,2019,,775000,1,Maharashtra,OM Motors,Pune,1,7.5
572337,Honda,WR V,VX MT PETROL,PETROL,Silver,38236,SUV,,01-01-2018,2018,,820000,1,Maharashtra,OM Motors,Pune,1,8.3
572341,Hyundai,CRETA,1.4 CRDI S PLUS,DIESEL,Pearl white,88115,COMPACTSUV,,07-01-2016,2016,,950000,1,Maharashtra,OM Motors,Pune,1,7.4
572576,Jeep,COMPASS,LONGITUDE 2.0 DIESEL,DIESEL,White,93235,SUV,,05-01-2017,2017,,1349000,1,Maharashtra,OM Motors,Pune,1,6.6
572578,Hyundai,VENUE(2020-2022),SX O 1.5 CRDI EXECUTIVE,DIESEL,Pearl white,52535,SUV,,11-01-2021,2021,,1180000,1,Maharashtra,OM Motors,Pune,1,8.6
572583,Mahindra,XUV500,W6,DIESEL,Arizona grey,120989,SUV,Manual,08-01-2014,2014,,625000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.6
572594,Maruti Suzuki,ALTO 800,LXI,PETROL,Silky silver,39112,HATCHBACK,Manual,12-01-2016,2016,,310000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2
572671,Maruti Suzuki,VITARA BREZZA,ZDI AMT,DIESEL,White,52170,SUV,,01-01-2020,2020,,1025000,1,Maharashtra,Jeen Mata Motors,Pune,1,8.2
572672,Maruti Suzuki,CIAZ,ALPHA 1.4 MT,PETROL,Silver,48500,SEDAN,,11-01-2017,2017,,740000,1,Maharashtra,OM Motors,Pune,0,8.1
572926,Kia,SELTOS,HTK 1.5 DIESEL,DIESEL,Red,16594,SUV,,11-01-2019,2019,,1350000,1,Maharashtra,OM Motors,Pune,1,8.7
573002,Maruti Suzuki,BALENO,ALPHA 1.2,PETROL,Blue,34587,HATCHBACK,,01-01-2016,2016,,625000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8
573263,Honda,CITY,VX MT DIESEL,DIESEL,Brown,90330,SEDAN,Manual,09-01-2015,2015,,730000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.2
573326,Hyundai,I10,SPORTZ 1.2 AT KAPPA2,PETROL,Silver,640000,HATCHBACK,Automatic,08-01-2012,2012,,350000,1,Maharashtra,OM Motors,Pune,0,7.5
573328,Honda,CITY,V MT DIESEL,DIESEL,Red,87415,SEDAN,Manual,02-01-2015,2015,,650000,2,Maharashtra,OM Motors,Pune,1,6.3
573330,Honda,AMAZE,1.5 EMT I DTEC,DIESEL,Silver,79500,SEDAN,Manual,06-01-2013,2013,,440000,1,Maharashtra,OM Motors,Pune,0,6.3
573333,Skoda,RAPID,ELEGANCE 1.6 MPFI AT,PETROL,Red,71669,SEDAN,Automatic,06-01-2017,2017,,725000,1,Maharashtra,OM Motors,Pune,1,6.8
573335,Maruti Suzuki,WAGON R 1.0,LXI CNG,CNG,Blue,82000,HATCHBACK,Manual,08-01-2013,2013,Company Fitted,399000,1,Maharashtra,OM Motors,Pune,0,6.8
573481,Honda,BRIO,S MT,PETROL,White,78422,HATCHBACK,Manual,12-01-2014,2014,,375000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7
573751,Hyundai,GRAND I10 NIOS(2019-2023),SPORTZ 1.2 KAPPA VTVT CNG,CNG,Grey,62075,HATCHBACK,,02-01-2021,2021,Company Fitted,700000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.6
574031,Mahindra,XUV500,W9,DIESEL,White,76547,SUV,,10-01-2019,2019,,1550000,1,Maharashtra,OM Motors,Pune,1,7.1
574034,Maruti Suzuki,WAGON R,LXI,PETROL,Blue,74000,HATCHBACK,Manual,12-01-2009,2009,,220000,2,Maharashtra,OM Motors,Pune,0,6.5
574036,Volkswagen,VENTO,HIGHLINE 1.6 PETROL,PETROL,Black,63000,SEDAN,,01-01-2011,2011,,350000,2,Maharashtra,OM Motors,Pune,0,5.8
574172,Maruti Suzuki,BALENO,DELTA 1.3,DIESEL,Red,89802,HATCHBACK,,09-01-2017,2017,,650000,1,Maharashtra,Jeen Mata Motors,Pune,1,6.8
574187,Maruti Suzuki,SWIFT,VXI,PETROL,White,53471,HATCHBACK,Manual,09-01-2017,2017,,525000,1,Maharashtra,Jeen Mata Motors,Pune,0,7.6
574580,Volkswagen,VENTO,HIGHLINE PETROL AT,PETROL,Black,71000,SEDAN,Automatic,11-01-2010,2010,,340000,2,Maharashtra,OM Motors,Pune,0,5.7
575333,Maruti Suzuki,DZIRE,VXI AMT,PETROL,Grey,41139,SEDAN,,05-01-2019,2019,,790000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8
575826,Maruti Suzuki,BALENO,DELTA,DIESEL,Grey,33198,HATCHBACK,,04-01-2016,2016,,550000,2,Maharashtra,Jeen Mata Motors,Pune,1,7.7
576194,Hyundai,AURA,SX PLUS 1.2 AMT PETROL,PETROL,Grey,22821,SEDAN,,11-01-2020,2020,,790000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.9
576219,Volkswagen,POLO,HIGHLINE PLUS 1.0 P,PETROL,Brown,32106,HATCHBACK,,10-01-2019,2019,,720000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8
576220,Maruti Suzuki,BALENO,DELTA,PETROL,Silver,43814,HATCHBACK,,01-01-2018,2018,,650000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.4
576389,Maruti Suzuki,WAGON R 1.0,VXI,PETROL,White,80876,HATCHBACK,Manual,10-01-2012,2012,After Market,295000,2,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,6.3
576957,Volkswagen,POLO,COMFORTLINE 1.2L PETROL,PETROL,White,62804,HATCHBACK,Manual,06-01-2013,2013,,435000,1,Maharashtra,OM Motors,Pune,0,7.5
576958,Maruti Suzuki,SWIFT DZIRE,ZDI AT,DIESEL,Silver,83000,SEDAN,,01-01-2017,2017,,749000,1,Maharashtra,OM Motors,Pune,0,6.7
577204,Mg,HECTOR,SHARP 1.5 DCT PETROL,PETROL,White,82679,SUV,,09-01-2019,2019,,1470000,1,Maharashtra,OM Motors,Pune,1,7.9
577659,Hyundai,GRAND I10,1.2 KAPPA SPORTZ,PETROL,Grey,38024,HATCHBACK,Manual,10-01-2019,2019,,600000,1,Maharashtra,Jeen Mata Motors,Pune,1,8.8
577906,Mahindra,XUV500,W9,DIESEL,White,74400,SUV,,08-01-2018,2018,,1380000,1,Maharashtra,OM Motors,Pune,0,6.8
577918,Tata,TIAGO,XT,PETROL,Blue,37042,HATCHBACK,,05-01-2017,2017,,495000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.4
578194,Maruti Suzuki,BALENO,DELTA (A/T),PETROL,Grey,24125,HATCHBACK,,01-01-2019,2019,,690000,1,Maharashtra,OM Motors,Pune,1,8.5
578505,Tata,TIAGO,REVOTRON XZ PLUS,PETROL,White,45390,HATCHBACK,,08-01-2021,2021,,625000,1,Maharashtra,OM Motors,Pune,1,8.9
578934,Maruti Suzuki,ERTIGA,VXI,PETROL,White,36617,MPV,,10-01-2016,2016,,780000,1,Maharashtra,OM Motors,Pune,1,8.1
579199,Mahindra,XUV300,W8 OPTIONAL PETROL,PETROL,White,41683,SUV,,01-01-2021,2021,,1125000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7
579203,Renault,KWID,CLIMBER 1.0,PETROL,Blue,31683,HATCHBACK,,11-01-2018,2018,,400000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7
579205,Tata,TIAGO,XM DIESEL,DIESEL,Blue,81788,HATCHBACK,,08-01-2016,2016,,450000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,6
579315,Maruti Suzuki,VITARA BREZZA,ZDI+,DIESEL,Red,99000,HATCHBACK,,11-01-2019,2019,,921000,1,Maharashtra,Shiv Auto Wings,Pune,0,7.7
579438,Maruti Suzuki,VITARA BREZZA,VDi,DIESEL,Metalic grey,32976,HATCHBACK,,01-01-2019,2019,,950000,1,Maharashtra,Jeen Mata Motors,Pune,1,8.5
580445,Renault,DUSTER,85 PS RXS 4X2 MT,DIESEL,Orange,102000,SUV,,06-01-2017,2017,,735000,2,Maharashtra,OM Motors,Pune,0,6.2
580619,Hyundai,EON,D LITE PLUS,PETROL,Dark grey,49917,HATCHBACK,Manual,09-01-2014,2014,,250000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.7
580823,Hyundai,ELITE I20,SPORTZ 1.2,PETROL,Silver,87944,HATCHBACK,manual,03-01-2018,2018,,675000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7
580825,Honda,CITY,1.5 V MT,PETROL,Black,91000,SEDAN,Manual,11-01-2010,2010,,300000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.1
580926,Maruti Suzuki,CIAZ,VDI MT SHVS,DIESEL,Brown,45000,SEDAN,,04-01-2017,2017,,700000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.5
580964,Hyundai,AURA,SX PLUS 1.2 AMT PETROL,PETROL,Grey,15634,SEDAN,,01-01-2021,2021,,850000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7
580967,Maruti Suzuki,WAGON R 1.0,LXI CNG,CNG,White,102197,HATCHBACK,Manual,05-01-2014,2014,Company Fitted,350000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.4
580971,Audi,A4,2.0 TDI 140BHP STANDARD,DIESEL,White,96000,SEDAN,Cvt,05-01-2013,2013,,1300000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.2
580982,Maruti Suzuki,CELERIO X,ZXI AMT,PETROL,White,58771,HATCHBACK,,12-01-2017,2017,,550000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.3
581111,Hyundai,CRETA,CRDI 1.4 E PLUS,DIESEL,Black,170758,SUV,,01-01-2016,2016,,925000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.4
581164,Maruti Suzuki,ALTO K10,VXI,PETROL,White,71000,HATCHBACK,Manual,05-01-2018,2018,After Market,350000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.7
581246,Maruti Suzuki,ERTIGA,VXI,PETROL,White,95509,MPV,,02-01-2014,2014,,650000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.7
581356,Tata,NEXON,XZA PLUS DIESEL,DIESEL,Beige blue,95547,HATCHBACK,,03-01-2019,2019,,850000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.5
581421,Hyundai,I10,MAGNA 1.2,PETROL,White,54662,HATCHBACK,Manual,03-01-2010,2010,,280000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.1
581481,Hyundai,ELANTRA,2.0 SX O AT,PETROL,Pearl white,69000,SEDAN,,02-01-2018,2018,,910000,2,Maharashtra,OM Motors,Pune,0,7
581734,Mahindra,TUV 300,T10 AMT DUAL TONE,DIESEL,G. red,86183,SUV,,06-01-2017,2017,,850000,1,Maharashtra,OM Motors,Pune,1,7.6
581863,Maruti Suzuki,WAGON R 1.0,LXI CNG,CNG,White,81236,HATCHBACK,Manual,01-01-2017,2017,Company Fitted,530000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.9
581950,Hyundai,I20,SPORTZ 1.2 O,PETROL,White,64462,HATCHBACK,Manual,04-01-2015,2015,,480000,2,Maharashtra,OM Motors,Pune,1,6.7
581993,Maruti Suzuki,VITARA BREZZA,VDI AMT,DIESEL,Red,69768,SUV,,05-01-2019,2019,,900000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8
581994,Tata,MANZA(2011_2015),EX QUADRAJET,DIESEL,Wine red,46624,SEDAN,,12-01-2013,2013,,365000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.4
582005,Maruti Suzuki,SWIFT,VXI,PETROL,Grey,32547,HATCHBACK,Manual,01-01-2022,2022,,725000,1,Maharashtra,Jeen Mata Motors,Pune,1,8.9
582008,Maruti Suzuki,CELERIO,ZXI AMT,PETROL,Grey,23035,HATCHBACK,,08-01-2017,2017,,525000,1,Maharashtra,Jeen Mata Motors,Pune,1,8.3
582045,Maruti Suzuki,SWIFT DZIRE,1.3 VDI AMT,DIESEL,White,43252,SEDAN,,03-01-2018,2018,,825000,1,Maharashtra,Jeen Mata Motors,Pune,1,8
582359,Maruti Suzuki,EECO,5 STR CNG WITH AC PLUSHTR,CNG,Silver,40267,VAN,Manual,01-01-2018,2018,Company Fitted,525000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.3
582535,Mahindra,XUV300,W8 DIESEL,DIESEL,Silver,69143,SUV,,06-01-2021,2021,,1125000,1,Maharashtra,Jeen Mata Motors,Pune,0,7.2
582561,Hyundai,I10,SPORTZ 1.2 KAPPA2,PETROL,Red,17527,HATCHBACK,Manual,06-01-2013,2013,,350000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.6
582581,Maruti Suzuki,SWIFT DZIRE,VXI,PETROL,Blue,122145,SEDAN,Manual,10-01-2008,2008,,225000,3,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.5
582632,Maruti Suzuki,BALENO,DELTA 1.2,PETROL,Grey,41814,HATCHBACK,,08-01-2017,2017,,625000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.1
582634,Hyundai,VERNA,1.6 CRDI SX,DIESEL,Black,49261,SEDAN,,03-01-2018,2018,,1050000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.9
582647,Hyundai,i20,SPORTZ 1.2,PETROL,White,16694,HATCHBACK,,03-01-2021,2021,,850000,1,Maharashtra,Jeen Mata Motors,Pune,1,8.7
582684,Mahindra,SCORPIO,S11 2WD,DIESEL,Silver,126307,SUV,,09-01-2018,2018,,1350000,1,Maharashtra,Jeen Mata Motors,Pune,0,5.9
582763,Maruti Suzuki,SWIFT,VDI,DIESEL,White,46703,HATCHBACK,Manual,03-01-2019,2019,,800000,1,Maharashtra,Jeen Mata Motors,Pune,0,8.4
583012,Maruti Suzuki,CELERIO,VXI AMT,PETROL,Silver,36433,HATCHBACK,,10-01-2014,2014,,395000,1,Maharashtra,OM Motors,Pune,1,6.9
583013,Volkswagen,VENTO,HIGHLINE 1.2 PETROL AT,PETROL,Pearl white,65950,SEDAN,,02-01-2016,2016,,640000,1,Maharashtra,OM Motors,Pune,1,6.8
583075,Bmw,X1(2010-2012),SDRIVE20D M SPORT,DIESEL,Blue,104000,SUV,,03-01-2011,2011,,500000,4,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.1
583137,Tata,TIGOR,REVOTORQ XT,DIESEL,Red,58287,SEDAN,,03-01-2018,2018,,585000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.2
583140,Honda,CITY(2017-2020),SV PETROL,PETROL,Red,106118,SEDAN,,07-01-2017,2017,,680000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.2
583308,Ford,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Diamond white,91160,SUV,Manual,05-01-2016,2016,,670000,1,Maharashtra,OM Motors,Pune,1,7
583432,Mahindra,BOLERO,DI,DIESEL,Grey,80692,SUV,Manual,01-01-2012,2012,,480000,1,Maharashtra,Jeen Mata Motors,Pune,0,6.7
583889,Hyundai,GRAND I10,SPORTZ O U2 1.2 CRDI,DIESEL,Red,76050,HATCHBACK,,07-01-2017,2017,,530000,1,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,7.9
583942,Ford,ECOSPORT(2017-2019),TITANIUM + 1.5L TDCI,DIESEL,Red,50495,SUV,,09-01-2018,2018,,905000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,8
584532,Mahindra,TUV 300,T8,DIESEL,Black,38936,SUV,,07-01-2016,2016,,730000,2,Maharashtra,OM Motors,Pune,1,7.1
584877,Hyundai,GRAND I10,1.2 KAPPA ASTA O,PETROL,White,62560,HATCHBACK,MANUAL,02-01-2017,2017,,510000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.1
585158,Volkswagen,POLO,GT TDI,DIESEL,White,57970,HATCHBACK,Manual,01-01-2014,2014,,595000,1,Maharashtra,OM Motors,Pune,1,6.3
585175,Volkswagen,VENTO,HIGHLINE 1.5 DIESEL AT,DIESEL,White,95642,SEDAN,,12-01-2016,2016,,850000,1,Maharashtra,Jeen Mata Motors,Pune,1,7
585189,Maruti Suzuki,WAGON R,LXI,PETROL,Silver,85319,HATCHBACK,Manual,12-01-2017,2017,Company Fitted,475000,1,Maharashtra,Jeen Mata Motors,Pune,1,8
585245,Mahindra,XUV500,W7,DIESEL,Silver,34833,SUV,,06-01-2019,2019,,1350000,1,Maharashtra,OM Motors,Pune,1,8.1
585361,Toyota,INNOVA(2012-2013),2.5 V 7 STR,DIESEL,Silver,177666,MPV,,02-01-2012,2012,,790000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,4.8
585399,Mahindra,VERITO(2011-2012),1.5 D2 BS-IV,DIESEL,Silver,41575,SEDAN,,01-01-2012,2012,,275000,1,Maharashtra,Car&Bike Superstore Pune,Pune,0,7
585458,Mahindra,TUV 300,T8 AMT,DIESEL,G. red,32763,SUV,,08-01-2016,2016,,750000,2,Maharashtra,OM Motors,Pune,1,7.4
585459,Volkswagen,POLO,HIGHLINE 1.5L D,DIESEL,Silver,88413,HATCHBACK,,05-01-2015,2015,,560000,1,Maharashtra,OM Motors,Pune,1,6.4
585473,Tata,NEXON,XZA PLUS DIESEL DUAL TONE,DIESEL,G. red,41693,HATCHBACK,,05-01-2018,2018,,890000,1,Maharashtra,OM Motors,Pune,1,8
585531,Maruti Suzuki,S CROSS,1.3 DELTA,DIESEL,Chocolate brown,100923,SUV,,09-01-2016,2016,,625000,2,Maharashtra,Jeen Mata Motors,Pune,0,6.3
585534,Mahindra,XUV 500,W10,DIESEL,Silver,55963,SUV,,08-01-2015,2015,,1100000,1,Maharashtra,Jeen Mata Motors,Pune,1,7
585551,Maruti Suzuki,SWIFT,VXI AMT,PETROL,Red,12364,HATCHBACK,,10-01-2018,2018,,675000,1,Maharashtra,Jeen Mata Motors,Pune,1,8.3
585552,Maruti Suzuki,CELERIO,VXI AMT,PETROL,Pearl white,84169,HATCHBACK,,09-01-2016,2016,,425000,1,Maharashtra,OM Motors,Pune,1,7.9
585557,Maruti Suzuki,ERTIGA,VDI,DIESEL,White,54452,MUV,Manual,01-01-2015,2015,,850000,1,Maharashtra,Jeen Mata Motors,Pune,1,7.3
585560,Toyota,FORTUNER,3.0 AT 4X2,DIESEL,White,110255,SUV,Automatic,02-01-2013,2013,,1550000,1,Maharashtra,Jeen Mata Motors,Pune,0,6.5
585564,Maruti Suzuki,A STAR,VXI,PETROL,Silver,86784,HATCHBACK,Manual,01-01-2014,2014,,250000,2,Maharashtra,Jeen Mata Motors,Pune,0,7.1
585598,Maruti Suzuki,WAGON R,VXI 1.2 AMT BS-VI,PETROL,Grey,3937,HATCHBACK,,06-01-2021,2021,,640000,1,Maharashtra,Car&Bike Superstore Pune,Pune,1,9
585673,Maruti Suzuki,SWIFT,VDI,DIESEL,Grey,120584,HATCHBACK,Manual,10-01-2009,2009,,285000,2,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.6
